predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer_collapse,ckpt_collapse
abs_diff,transfer_score_str,0,per_ckpt,step1194000-tokens5014B,72,-0.249,0.1439,-0.3028,0.0859,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step1432000-tokens6014B,72,-0.2533,0.1469,-0.3053,0.0869,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step1670000-tokens7014B,72,-0.2455,0.2028,-0.2929,0.1349,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step1678000-tokens7047B,72,-0.2555,0.1389,-0.3018,0.0919,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step1700000-tokens7232B,72,-0.2641,0.1289,-0.3015,0.0909,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step1750000-tokens7652B,72,-0.2731,0.1269,-0.2993,0.0969,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step1800000-tokens8072B,72,-0.2771,0.1249,-0.314,0.0849,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step1850000-tokens8492B,72,-0.2999,0.0969,-0.3181,0.0839,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step1900000-tokens8912B,72,-0.3201,0.0739,-0.3215,0.0709,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step1950000-tokens9332B,72,-0.293,0.0889,-0.3303,0.0579,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2000000-tokens9752B,72,-0.2773,0.1039,-0.3097,0.0759,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2050000-tokens10172B,72,-0.2553,0.1419,-0.3068,0.0839,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2100000-tokens10592B,72,-0.2981,0.0999,-0.3177,0.0849,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2150000-tokens11012B,72,-0.2906,0.1009,-0.3214,0.0729,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2200000-tokens11432B,72,-0.271,0.1159,-0.3113,0.0839,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2250000-tokens11852B,72,-0.2931,0.1049,-0.3224,0.0719,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2300000-tokens12272B,72,-0.2732,0.1249,-0.3179,0.0799,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2350000-tokens12692B,72,-0.2733,0.1369,-0.3196,0.0809,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2400000-tokens13112B,72,-0.2726,0.1389,-0.3187,0.0849,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2450000-tokens13532B,72,-0.2635,0.1339,-0.2917,0.0879,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2500000-tokens13952B,72,-0.2748,0.1129,-0.3012,0.0839,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2550000-tokens14372B,72,-0.2616,0.1399,-0.306,0.0809,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2600000-tokens14792B,72,-0.2703,0.1269,-0.3128,0.0769,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,step2627139-tokens15T,72,-0.277,0.1119,-0.3081,0.0789,average_rankme,none
abs_diff,transfer_score_str,0,per_ckpt,main,72,-0.2817,0.1029,-0.3186,0.0729,average_rankme,none
abs_diff,overall_score_str,0,per_ckpt,step50000-tokens210B,72,-0.2052,0.2338,-0.2176,0.2148,average_rankme,none
abs_diff,overall_score_str,0,per_ckpt,step100000-tokens420B,72,-0.2398,0.1948,-0.2476,0.1908,average_rankme,none
abs_diff,overall_score_str,0,per_ckpt,step150000-tokens630B,72,-0.2342,0.2038,-0.2644,0.1698,average_rankme,none
abs_diff,overall_score_str,0,per_ckpt,step200000-tokens840B,72,-0.2242,0.2218,-0.2501,0.1898,average_rankme,none
abs_diff,overall_score_str,0,per_ckpt,step250000-tokens1050B,72,-0.2393,0.1848,-0.2744,0.1548,average_rankme,none
abs_diff,overall_score_str,0,per_ckpt,step300000-tokens1260B,72,-0.2257,0.1948,-0.2604,0.1588,average_rankme,none
abs_diff,overall_score_str,0,per_ckpt,step350000-tokens1470B,72,-0.209,0.2388,-0.2333,0.2068,average_rankme,none
abs_diff,overall_score_str,0,per_ckpt,step400000-tokens1680B,72,-0.2106,0.2188,-0.2387,0.1868,average_rankme,none
abs_diff,overall_score_str,0,per_ckpt,step450000-tokens1890B,72,-0.2023,0.2448,-0.2366,0.1888,average_rankme,none
abs_diff,overall_score_str,0,per_ckpt,step500000-tokens2100B,72,-0.1842,0.2617,-0.2218,0.2058,average_rankme,none
abs_diff,overall_score_str,0,per_ckpt,step550000-tokens2310B,72,-0.1974,0.2198,-0.2297,0.1918,average_rankme,none
