checkpoint,language,task,lm_task_name,accuracy,num_fewshot,random_chance,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var,rankme_layer,rankme_aggregation
531B,Arabic,m_mmlu,m_mmlu_ar,0.27382425742574257,5,0.25,75.517,10.317,0.678773,0.2281,0.5556,0.6213,0.6922,0.7369,0.7768,0.8315,0.8778,0.9281,layer_29,last
541B,Arabic,m_mmlu,m_mmlu_ar,0.2669399752475248,5,0.25,74.357,10.4044,0.690215,0.2313,0.5552,0.6228,0.6951,0.7407,0.7811,0.836,0.8818,0.9311,layer_29,last
552B,Arabic,m_mmlu,m_mmlu_ar,0.26183477722772275,5,0.25,73.7883,10.3763,0.697355,0.2332,0.5541,0.6223,0.6959,0.7419,0.7827,0.8379,0.8836,0.9324,layer_29,last
562B,Arabic,m_mmlu,m_mmlu_ar,0.25270730198019803,5,0.25,75.8553,10.6877,0.700457,0.231,0.5493,0.6188,0.6931,0.7396,0.781,0.837,0.8832,0.9324,layer_29,last
573B,Arabic,m_mmlu,m_mmlu_ar,0.2645420792079208,5,0.25,75.6753,10.6642,0.700513,0.2368,0.5511,0.6196,0.6936,0.74,0.7812,0.8368,0.883,0.9323,layer_29,last
583B,Arabic,m_mmlu,m_mmlu_ar,0.26013304455445546,5,0.25,76.9827,10.6753,0.69248,0.2262,0.5484,0.6166,0.6906,0.7371,0.7782,0.834,0.8804,0.9304,layer_29,last
593B,Arabic,m_mmlu,m_mmlu_ar,0.2641553217821782,5,0.25,77.6066,10.7413,0.691941,0.2262,0.5477,0.6152,0.6896,0.7362,0.7775,0.8336,0.8803,0.9303,layer_29,last
10B,Chinese,m_mmlu,m_mmlu_zh,0.2721610330421572,5,0.25,302.4599,35.4326,0.715359,0.1333,0.3048,0.3913,0.4761,0.5418,0.6134,0.7212,0.8056,0.8909,layer_29,last
21B,Chinese,m_mmlu,m_mmlu_zh,0.27102164830991265,5,0.25,251.2258,27.786,0.700851,0.1456,0.3478,0.4275,0.5111,0.5728,0.6366,0.7324,0.8106,0.8917,layer_29,last
31B,Chinese,m_mmlu,m_mmlu_zh,0.254310672236992,5,0.25,206.1907,23.075,0.700708,0.1643,0.3848,0.4639,0.5447,0.6032,0.663,0.7518,0.8241,0.899,layer_29,last
42B,Chinese,m_mmlu,m_mmlu_zh,0.2586403342195215,5,0.25,176.2133,18.9216,0.699876,0.192,0.4067,0.4871,0.569,0.6252,0.6818,0.765,0.833,0.9038,layer_29,last
52B,Chinese,m_mmlu,m_mmlu_zh,0.26213444739840486,5,0.25,166.702,18.005,0.699988,0.1938,0.4183,0.4969,0.5767,0.6314,0.6867,0.7686,0.8355,0.9053,layer_29,last
63B,Chinese,m_mmlu,m_mmlu_zh,0.2702620584884163,5,0.25,150.6632,15.7554,0.697414,0.2111,0.4392,0.5128,0.5885,0.641,0.6943,0.7737,0.8389,0.9071,layer_29,last
73B,Chinese,m_mmlu,m_mmlu_zh,0.25339916445119637,5,0.25,148.9078,16.0457,0.695705,0.206,0.4397,0.5164,0.5928,0.6456,0.6984,0.7759,0.8403,0.9077,layer_29,last
84B,Chinese,m_mmlu,m_mmlu_zh,0.2557538928978352,5,0.25,143.2612,15.1634,0.694203,0.2162,0.4449,0.5211,0.5975,0.6497,0.7019,0.7786,0.8421,0.9087,layer_29,last
94B,Chinese,m_mmlu,m_mmlu_zh,0.26965438663121916,5,0.25,131.2988,13.721,0.690432,0.2302,0.4627,0.5351,0.6086,0.6586,0.7084,0.7824,0.8442,0.9096,layer_29,last
105B,Chinese,m_mmlu,m_mmlu_zh,0.2584884162552222,5,0.25,125.3404,13.4322,0.689513,0.2266,0.4757,0.5455,0.6143,0.6624,0.7115,0.7844,0.8456,0.9104,layer_29,last
115B,Chinese,m_mmlu,m_mmlu_zh,0.27200911507785797,5,0.25,140.3351,15.1364,0.683219,0.2089,0.4515,0.527,0.6019,0.6531,0.7038,0.7786,0.8411,0.9071,layer_29,last
126B,Chinese,m_mmlu,m_mmlu_zh,0.262742119255602,5,0.25,135.0708,13.9821,0.678214,0.2222,0.4614,0.5331,0.6042,0.6536,0.7027,0.7763,0.8388,0.9056,layer_29,last
136B,Chinese,m_mmlu,m_mmlu_zh,0.26767945309532853,5,0.25,130.6507,14.3966,0.669378,0.2176,0.4669,0.5436,0.6151,0.6637,0.7117,0.7817,0.8417,0.9065,layer_29,last
147B,Chinese,m_mmlu,m_mmlu_zh,0.27102164830991265,5,0.25,130.1018,13.9287,0.669964,0.2256,0.4661,0.5433,0.6146,0.6621,0.7094,0.7802,0.8406,0.9059,layer_29,last
157B,Chinese,m_mmlu,m_mmlu_zh,0.2594758830231675,5,0.25,125.5594,13.7566,0.654106,0.2233,0.4815,0.5518,0.6204,0.6666,0.7126,0.7816,0.8405,0.9047,layer_29,last
168B,Chinese,m_mmlu,m_mmlu_zh,0.25826053930877324,5,0.25,132.0068,13.7604,0.667165,0.2269,0.4652,0.54,0.6104,0.6581,0.7056,0.7769,0.8381,0.9043,layer_29,last
178B,Chinese,m_mmlu,m_mmlu_zh,0.27284466388150397,5,0.25,116.1719,11.3848,0.664787,0.264,0.4838,0.5551,0.6232,0.6692,0.7154,0.7833,0.8423,0.9066,layer_29,last
189B,Chinese,m_mmlu,m_mmlu_zh,0.264641093809343,5,0.25,126.6535,13.1274,0.656935,0.2321,0.4759,0.5471,0.615,0.6619,0.7085,0.7783,0.8382,0.9035,layer_29,last
