checkpoint,dataset,layer,aggregation,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var
115B,Italian,layer_3,mean,1.3269,1.0618,0.84082,0.9705,0.9802,0.9835,0.987,0.9896,0.992,0.995,0.9969,0.9985
115B,Italian,layer_4,mean,1.3167,1.0596,0.819517,0.9714,0.9806,0.9841,0.9876,0.99,0.9923,0.9951,0.9969,0.9984
115B,Italian,layer_5,mean,1.3678,1.0692,0.812326,0.9671,0.9768,0.9813,0.9858,0.9888,0.9914,0.9945,0.9965,0.9982
115B,Italian,layer_6,mean,1.3672,1.0675,0.801305,0.9678,0.9764,0.9807,0.9851,0.9882,0.9909,0.994,0.9962,0.998
115B,Italian,layer_7,mean,1.4633,1.0863,0.81072,0.9594,0.9703,0.976,0.9821,0.986,0.9894,0.9932,0.9957,0.9978
115B,Italian,layer_8,mean,1.5433,1.1006,0.810829,0.9532,0.9656,0.9719,0.979,0.9836,0.9876,0.9921,0.995,0.9974
115B,Italian,layer_9,mean,1.5282,1.0959,0.801057,0.9552,0.9662,0.9718,0.9785,0.9831,0.9871,0.9917,0.9947,0.9972
115B,Italian,layer_10,mean,1.5736,1.104,0.798761,0.9517,0.9634,0.9694,0.9769,0.9819,0.9863,0.9912,0.9943,0.997
115B,Italian,layer_11,mean,1.6098,1.1096,0.790651,0.9493,0.9614,0.9676,0.9754,0.9806,0.9851,0.9903,0.9937,0.9967
115B,Italian,layer_12,mean,1.729,1.1306,0.797092,0.9404,0.9547,0.9619,0.9712,0.9775,0.983,0.9891,0.993,0.9963
115B,Italian,layer_13,mean,2.0132,1.1803,0.806309,0.9204,0.94,0.9501,0.9629,0.9715,0.9788,0.9866,0.9915,0.9956
115B,Italian,layer_14,mean,2.0243,1.1787,0.790616,0.921,0.9395,0.9492,0.9616,0.9699,0.9772,0.9852,0.9905,0.995
115B,Italian,layer_15,mean,2.2143,1.2108,0.79564,0.9087,0.9308,0.9423,0.9568,0.9664,0.9747,0.9837,0.9896,0.9945
115B,Italian,layer_16,mean,2.5024,1.2544,0.797958,0.8927,0.9186,0.9319,0.9488,0.9601,0.97,0.9808,0.9877,0.9936
115B,Italian,layer_17,mean,2.9521,1.321,0.804948,0.8699,0.9018,0.9179,0.9382,0.952,0.964,0.9772,0.9856,0.9925
115B,Italian,layer_18,mean,3.5023,1.3974,0.810012,0.8456,0.8832,0.9025,0.9269,0.9434,0.9579,0.9735,0.9834,0.9914
115B,Italian,layer_19,mean,3.9238,1.4518,0.806026,0.8296,0.871,0.8923,0.919,0.9372,0.9532,0.9704,0.9813,0.9903
115B,Italian,layer_20,mean,5.1791,1.6152,0.808451,0.7862,0.8395,0.8664,0.9013,0.9245,0.9446,0.9656,0.9784,0.9887
115B,Italian,layer_21,mean,6.9562,1.8122,0.798477,0.7418,0.8049,0.8371,0.8794,0.9074,0.9317,0.9574,0.9729,0.9856
115B,Italian,layer_22,mean,9.9488,2.1435,0.805847,0.6813,0.7606,0.8007,0.8542,0.8887,0.9188,0.95,0.9685,0.9834
115B,Italian,layer_23,mean,14.3067,2.574,0.797456,0.6206,0.7154,0.7635,0.8261,0.8667,0.9019,0.9385,0.9607,0.9792
115B,Italian,layer_24,mean,20.9872,3.2526,0.810687,0.5502,0.6624,0.7182,0.7931,0.8431,0.8865,0.9307,0.9565,0.9772
115B,Italian,layer_25,mean,31.3845,4.4958,0.816922,0.4638,0.6045,0.6721,0.7613,0.8218,0.8734,0.9239,0.9526,0.9752
115B,Italian,layer_26,mean,47.3659,6.5817,0.832784,0.3772,0.5383,0.6166,0.7214,0.7935,0.8549,0.9146,0.9478,0.9732
115B,Italian,layer_27,mean,57.4905,8.4969,0.837598,0.3247,0.5083,0.5936,0.7057,0.7828,0.8478,0.9105,0.9455,0.9723
115B,Italian,layer_28,mean,65.7566,11.2917,0.846075,0.2677,0.4913,0.581,0.7,0.7801,0.8465,0.9102,0.9456,0.9726
115B,Italian,layer_29,mean,50.6875,9.0624,0.847457,0.2991,0.5434,0.6276,0.7353,0.8067,0.8642,0.9204,0.952,0.9759
115B,Swahili,layer_0,last,142.1795,20.9623,1.67863,0.2023,0.3185,0.3946,0.518,0.6278,0.7396,0.8711,0.9466,0.9886
115B,Swahili,layer_1,last,178.808,21.0114,1.248494,0.2054,0.3091,0.3721,0.4856,0.5874,0.6947,0.8285,0.9118,0.9695
115B,Swahili,layer_2,last,48.1549,4.9213,1.155486,0.4453,0.5533,0.5924,0.6645,0.728,0.7942,0.8788,0.9333,0.9741
115B,Swahili,layer_3,last,37.9841,3.9989,1.098895,0.4963,0.5922,0.6261,0.6893,0.745,0.8034,0.8797,0.9309,0.9717
115B,Swahili,layer_4,last,32.9769,3.6114,1.061983,0.5231,0.6145,0.6475,0.7058,0.7572,0.8109,0.8817,0.9304,0.9705
115B,Swahili,layer_5,last,36.8593,3.8545,1.035021,0.5061,0.6007,0.6366,0.6965,0.7485,0.8032,0.8756,0.926,0.968
115B,Swahili,layer_6,last,40.9817,4.1169,1.017439,0.4894,0.5865,0.624,0.6855,0.7396,0.7962,0.8707,0.9226,0.9662
115B,Swahili,layer_7,last,47.9899,4.5264,0.999888,0.4664,0.5638,0.602,0.6665,0.7236,0.7838,0.8625,0.9172,0.9632
115B,Swahili,layer_8,last,56.5119,5.1591,0.981651,0.4357,0.5415,0.5855,0.6515,0.7111,0.7737,0.8555,0.9126,0.9607
115B,Swahili,layer_9,last,62.4442,5.5989,0.965663,0.4174,0.5281,0.5736,0.6413,0.7024,0.767,0.8509,0.9092,0.9587
115B,Swahili,layer_10,last,68.0293,6.0495,0.945513,0.4005,0.5172,0.5657,0.6346,0.696,0.7611,0.8462,0.9056,0.9563
115B,Swahili,layer_11,last,74.4867,6.455,0.918829,0.387,0.5071,0.5567,0.6261,0.6871,0.7518,0.8377,0.899,0.9524
115B,Swahili,layer_12,last,83.0326,6.9862,0.899599,0.3714,0.4916,0.542,0.6135,0.6755,0.7416,0.83,0.8934,0.949
115B,Swahili,layer_13,last,94.0579,7.8731,0.880686,0.3482,0.4777,0.5301,0.6032,0.6646,0.7307,0.821,0.8867,0.945
115B,Swahili,layer_14,last,103.0666,8.8366,0.865345,0.3265,0.4653,0.5224,0.5983,0.6594,0.7253,0.8162,0.8829,0.9426
115B,Swahili,layer_15,last,112.1996,9.6256,0.854045,0.3117,0.4526,0.5107,0.5891,0.651,0.7183,0.8112,0.8793,0.9403
115B,Swahili,layer_16,last,128.1205,11.2844,0.842682,0.2849,0.4335,0.4932,0.5743,0.638,0.7074,0.8043,0.8745,0.9373
115B,Swahili,layer_17,last,148.6688,13.7789,0.834741,0.2535,0.4092,0.4723,0.5573,0.6238,0.6961,0.7967,0.8693,0.9342
115B,Swahili,layer_18,last,162.0113,15.9866,0.829636,0.2309,0.3949,0.4611,0.5491,0.6166,0.6905,0.7933,0.867,0.9327
115B,Swahili,layer_19,last,175.7219,18.49,0.823718,0.2097,0.3792,0.4496,0.5412,0.6101,0.6853,0.7897,0.8645,0.9312
115B,Swahili,layer_20,last,185.3572,20.5163,0.813971,0.1937,0.3718,0.4446,0.5367,0.6058,0.6811,0.7859,0.8613,0.9289
115B,Swahili,layer_21,last,204.5543,23.7611,0.798785,0.1729,0.3572,0.4327,0.5253,0.5949,0.6705,0.7761,0.8535,0.9239
115B,Swahili,layer_22,last,203.7352,25.0544,0.792526,0.1624,0.3559,0.4368,0.5308,0.5999,0.6743,0.7779,0.8542,0.9237
115B,Swahili,layer_23,last,209.6617,26.0649,0.779687,0.1562,0.3519,0.4351,0.5295,0.5975,0.6707,0.7736,0.8502,0.9206
115B,Swahili,layer_24,last,202.7214,24.9043,0.773343,0.1623,0.359,0.4423,0.5364,0.6031,0.6749,0.7757,0.8509,0.9205
115B,Swahili,layer_25,last,210.1268,26.0013,0.765781,0.1582,0.3538,0.4371,0.5322,0.5993,0.6709,0.7719,0.8478,0.9184
115B,Swahili,layer_26,last,212.4243,26.6795,0.760563,0.1548,0.3533,0.4363,0.532,0.5994,0.6707,0.7713,0.8469,0.9175
115B,Swahili,layer_27,last,203.8869,26.2236,0.756472,0.154,0.3601,0.4457,0.5405,0.6081,0.6781,0.7759,0.8495,0.9184
115B,Swahili,layer_28,last,142.257,17.7033,0.766247,0.2022,0.4153,0.5031,0.5958,0.6598,0.7229,0.8091,0.8726,0.9312
115B,Swahili,layer_29,last,30.6515,4.3399,0.774965,0.468,0.6555,0.7117,0.7712,0.8091,0.8464,0.8954,0.9305,0.9625
115B,Swahili,layer_0,mean,23.5903,4.12,1.240601,0.4815,0.6636,0.7251,0.7874,0.8366,0.885,0.9412,0.9728,0.9918
115B,Swahili,layer_1,mean,22.2036,3.9203,1.012825,0.4938,0.6782,0.7343,0.796,0.8442,0.89,0.9406,0.9686,0.9872
115B,Swahili,layer_2,mean,1.5137,1.1096,0.938164,0.9492,0.9736,0.9785,0.9833,0.9871,0.9907,0.9947,0.997,0.9986
115B,Swahili,layer_3,mean,1.4166,1.0872,0.899142,0.959,0.978,0.982,0.9862,0.9892,0.9921,0.9953,0.9972,0.9987
115B,Swahili,layer_4,mean,1.3844,1.0789,0.877282,0.9627,0.9793,0.9831,0.987,0.9898,0.9924,0.9954,0.9973,0.9987
115B,Swahili,layer_5,mean,1.4279,1.0868,0.868873,0.9592,0.9763,0.9809,0.9856,0.9887,0.9916,0.9949,0.9969,0.9985
115B,Swahili,layer_6,mean,1.4246,1.0848,0.858474,0.9601,0.976,0.9806,0.9853,0.9884,0.9914,0.9947,0.9968,0.9984
115B,Swahili,layer_7,mean,1.452,1.0895,0.859402,0.958,0.974,0.979,0.9841,0.9876,0.9908,0.9944,0.9966,0.9983
115B,Swahili,layer_8,mean,1.4854,1.0958,0.853275,0.9552,0.972,0.9774,0.9829,0.9866,0.99,0.9939,0.9963,0.9981
115B,Swahili,layer_9,mean,1.4852,1.0955,0.847807,0.9554,0.972,0.9773,0.9828,0.9865,0.9899,0.9938,0.9962,0.9981
115B,Swahili,layer_10,mean,1.5218,1.1028,0.845259,0.9522,0.97,0.9757,0.9817,0.9857,0.9893,0.9935,0.996,0.998
115B,Swahili,layer_11,mean,1.5501,1.1083,0.836029,0.9498,0.9687,0.9747,0.9808,0.9849,0.9886,0.9929,0.9956,0.9978
115B,Swahili,layer_12,mean,1.5969,1.117,0.838502,0.9461,0.9658,0.9725,0.9793,0.9838,0.9878,0.9925,0.9954,0.9977
115B,Swahili,layer_13,mean,1.7316,1.1437,0.840182,0.935,0.9588,0.9673,0.9757,0.9811,0.9859,0.9913,0.9946,0.9973
115B,Swahili,layer_14,mean,1.8023,1.1571,0.831013,0.9295,0.9558,0.9649,0.9738,0.9794,0.9845,0.9903,0.994,0.9969
115B,Swahili,layer_15,mean,1.8203,1.1603,0.832738,0.9282,0.9547,0.964,0.9732,0.9792,0.9843,0.9903,0.994,0.9969
115B,Swahili,layer_16,mean,2.0254,1.1989,0.837318,0.9131,0.9453,0.9567,0.968,0.9751,0.9814,0.9885,0.9929,0.9964
115B,Swahili,layer_17,mean,2.2702,1.2428,0.844896,0.8967,0.9349,0.9485,0.962,0.9705,0.978,0.9866,0.9918,0.9959
115B,Swahili,layer_18,mean,2.7017,1.3231,0.855154,0.8689,0.9187,0.9366,0.954,0.9647,0.974,0.9843,0.9905,0.9953
115B,Swahili,layer_19,mean,3.0242,1.3742,0.848915,0.8524,0.908,0.928,0.9473,0.9593,0.9697,0.9816,0.9887,0.9944
115B,Swahili,layer_20,mean,3.7165,1.4877,0.853474,0.8189,0.888,0.9112,0.9357,0.9509,0.9638,0.9782,0.9867,0.9933
115B,Swahili,layer_21,mean,4.9695,1.6552,0.854076,0.7758,0.8575,0.885,0.9153,0.9342,0.9508,0.9697,0.9815,0.9908
115B,Swahili,layer_22,mean,5.9745,1.8151,0.853464,0.74,0.8395,0.8716,0.907,0.9279,0.9461,0.9668,0.9796,0.9899
115B,Swahili,layer_23,mean,7.7824,2.0313,0.85051,0.6987,0.8098,0.8469,0.8872,0.9116,0.933,0.958,0.9742,0.9872
115B,Swahili,layer_24,mean,9.9028,2.3111,0.854421,0.6537,0.7812,0.8235,0.8716,0.8999,0.9248,0.9532,0.9713,0.9858
115B,Swahili,layer_25,mean,11.8033,2.5347,0.8524,0.6232,0.7599,0.806,0.858,0.8892,0.9166,0.9481,0.9682,0.9843
115B,Swahili,layer_26,mean,15.951,3.0373,0.863381,0.5669,0.7209,0.7739,0.8337,0.8709,0.9037,0.941,0.9643,0.9826
115B,Swahili,layer_27,mean,20.0239,3.6191,0.872523,0.5161,0.6908,0.7518,0.8189,0.8601,0.896,0.9367,0.9621,0.9817
115B,Swahili,layer_28,mean,24.5115,4.6756,0.891144,0.4454,0.6668,0.7389,0.8139,0.8584,0.8964,0.9386,0.964,0.983
115B,Swahili,layer_29,mean,24.6206,6.1589,0.904645,0.36,0.6809,0.7607,0.8365,0.8786,0.9138,0.9508,0.9715,0.9865
115B,Spanish,layer_0,last,105.0098,9.5922,1.318389,0.3061,0.4472,0.4846,0.548,0.615,0.7008,0.8252,0.9115,0.9723
115B,Spanish,layer_1,last,132.2476,9.5338,0.945738,0.311,0.4325,0.4643,0.5189,0.5786,0.6571,0.777,0.868,0.9431
115B,Spanish,layer_2,last,16.5793,2.4977,0.855811,0.6288,0.7364,0.7513,0.7755,0.8008,0.8343,0.8866,0.9281,0.9654
115B,Spanish,layer_3,last,12.568,2.1486,0.807708,0.6797,0.7681,0.7808,0.8007,0.8213,0.8485,0.8921,0.9286,0.9638
115B,Spanish,layer_4,last,11.2619,2.0194,0.777343,0.7018,0.7793,0.7912,0.8095,0.8282,0.8527,0.8925,0.927,0.9618
115B,Spanish,layer_5,last,12.7959,2.0896,0.752246,0.6901,0.7643,0.7763,0.7953,0.8146,0.8399,0.8814,0.9181,0.9562
115B,Spanish,layer_6,last,14.8693,2.199,0.738595,0.6726,0.7472,0.7596,0.7795,0.7998,0.8261,0.87,0.9096,0.9512
115B,Spanish,layer_7,last,18.595,2.3819,0.719197,0.6461,0.7212,0.734,0.7556,0.7775,0.8059,0.8536,0.8972,0.9436
115B,Spanish,layer_8,last,23.1802,2.6182,0.706262,0.6157,0.6965,0.7106,0.734,0.7572,0.7873,0.8385,0.8858,0.9368
115B,Spanish,layer_9,last,27.2685,2.7855,0.692302,0.5968,0.677,0.692,0.7159,0.7398,0.771,0.8249,0.8754,0.9303
115B,Spanish,layer_10,last,31.7685,3.0277,0.678968,0.5713,0.6615,0.6772,0.7019,0.7263,0.7585,0.8148,0.8673,0.9248
115B,Spanish,layer_11,last,36.5163,3.2415,0.659284,0.5513,0.6471,0.6633,0.6886,0.7131,0.7452,0.8019,0.8564,0.9174
115B,Spanish,layer_12,last,43.6083,3.5625,0.644361,0.5243,0.6274,0.6438,0.6698,0.695,0.7281,0.7876,0.8448,0.9096
115B,Spanish,layer_13,last,53.8516,3.9785,0.632761,0.4949,0.6017,0.6191,0.647,0.6735,0.7081,0.7706,0.8314,0.9008
115B,Spanish,layer_14,last,61.475,4.3152,0.621132,0.4736,0.5874,0.6053,0.634,0.6609,0.6958,0.759,0.8216,0.8941
115B,Spanish,layer_15,last,71.9193,4.7276,0.615035,0.4512,0.5677,0.5862,0.616,0.6444,0.6808,0.7468,0.812,0.8878
115B,Spanish,layer_16,last,87.1431,5.4151,0.610528,0.4186,0.5438,0.5632,0.5949,0.6251,0.6637,0.7334,0.8019,0.8812
115B,Spanish,layer_17,last,107.4041,6.2422,0.60661,0.3873,0.5161,0.5368,0.5701,0.6021,0.6433,0.7173,0.7896,0.8733
115B,Spanish,layer_18,last,128.38,7.1923,0.607019,0.3584,0.4904,0.5135,0.5503,0.5854,0.6293,0.7068,0.7819,0.8685
115B,Spanish,layer_19,last,154.2664,8.3534,0.604657,0.3303,0.4647,0.4902,0.5299,0.5667,0.6128,0.6934,0.7716,0.862
115B,Spanish,layer_20,last,181.5695,9.8075,0.60186,0.3012,0.4403,0.4703,0.5129,0.5519,0.6002,0.6832,0.7636,0.8565
115B,Spanish,layer_21,last,217.771,11.5638,0.595273,0.2754,0.4134,0.446,0.4914,0.5327,0.5831,0.6688,0.7519,0.8483
115B,Spanish,layer_22,last,249.3797,13.5741,0.594046,0.2518,0.392,0.429,0.4773,0.5213,0.5738,0.6614,0.7457,0.8441
115B,Spanish,layer_23,last,288.6426,16.0196,0.590316,0.2304,0.3675,0.4072,0.4596,0.507,0.5621,0.6521,0.738,0.8384
115B,Spanish,layer_24,last,320.0448,18.8868,0.594945,0.2103,0.3456,0.3896,0.4479,0.4993,0.5583,0.6514,0.7382,0.8386
115B,Spanish,layer_25,last,366.2529,22.597,0.598238,0.1922,0.3172,0.3644,0.4284,0.4839,0.547,0.6448,0.734,0.8362
115B,Spanish,layer_26,last,418.4294,29.0054,0.607488,0.1676,0.2848,0.3364,0.4086,0.4702,0.5391,0.6436,0.7353,0.8376
115B,Spanish,layer_27,last,441.3548,34.9715,0.611828,0.1497,0.2708,0.3253,0.4044,0.4705,0.5419,0.6481,0.7394,0.8402
115B,Spanish,layer_28,last,365.5036,34.4938,0.617625,0.1359,0.3061,0.365,0.4474,0.5121,0.5791,0.6773,0.7615,0.8539
115B,Spanish,layer_29,last,112.5032,9.6923,0.617492,0.2933,0.5054,0.5544,0.6166,0.6606,0.7057,0.7731,0.8319,0.8968
115B,Spanish,layer_0,mean,99.6261,12.9522,1.138057,0.256,0.4343,0.5059,0.6041,0.6801,0.7622,0.868,0.9336,0.9778
115B,Spanish,layer_1,mean,67.7092,9.0654,0.936287,0.3136,0.4979,0.5749,0.6725,0.7428,0.8122,0.8927,0.9393,0.9732
115B,Spanish,layer_2,mean,5.3923,1.6827,0.852571,0.7694,0.8489,0.8743,0.9027,0.9224,0.9414,0.9639,0.9779,0.9892
115B,Spanish,layer_3,mean,4.6246,1.5719,0.81517,0.7966,0.8627,0.8874,0.9145,0.9319,0.9476,0.9665,0.9788,0.9892
115B,Spanish,layer_4,mean,4.5619,1.5524,0.79281,0.8018,0.8629,0.8874,0.9143,0.9317,0.9468,0.9652,0.9775,0.9882
115B,Spanish,layer_5,mean,5.9165,1.7349,0.790976,0.758,0.8294,0.8637,0.9011,0.9231,0.9409,0.9615,0.975,0.9868
115B,Spanish,layer_6,mean,6.0472,1.7207,0.780277,0.7613,0.8272,0.8591,0.8946,0.9166,0.9351,0.9571,0.9719,0.9851
115B,Spanish,layer_7,mean,8.0173,1.949,0.792444,0.7147,0.7915,0.8294,0.8744,0.9022,0.9256,0.9522,0.9692,0.9837
115B,Spanish,layer_8,mean,10.2767,2.1848,0.796417,0.6744,0.7608,0.8025,0.8548,0.8876,0.9147,0.9455,0.9651,0.9817
115B,Spanish,layer_9,mean,10.1221,2.1293,0.785758,0.6834,0.765,0.8035,0.8512,0.8828,0.9099,0.9417,0.9624,0.9801
115B,Spanish,layer_10,mean,11.4987,2.2777,0.785528,0.6604,0.749,0.7903,0.842,0.8768,0.9063,0.9397,0.9612,0.9794
115B,Spanish,layer_11,mean,12.7519,2.3866,0.777596,0.6447,0.7389,0.7809,0.8331,0.8684,0.8988,0.9341,0.9574,0.9773
115B,Spanish,layer_12,mean,16.368,2.7855,0.785399,0.5951,0.7091,0.7559,0.8151,0.8559,0.8904,0.9295,0.9548,0.9761
115B,Spanish,layer_13,mean,24.7064,3.7264,0.797088,0.5109,0.654,0.7097,0.7844,0.8346,0.8767,0.9224,0.9508,0.9742
115B,Spanish,layer_14,mean,25.8296,3.6577,0.778933,0.5166,0.6492,0.7044,0.7751,0.8236,0.8654,0.9129,0.9438,0.9701
115B,Spanish,layer_15,mean,30.1053,4.1438,0.784612,0.4835,0.6269,0.6869,0.764,0.8158,0.8604,0.91,0.9423,0.9694
115B,Spanish,layer_16,mean,37.6124,4.8754,0.788745,0.4435,0.5938,0.658,0.7413,0.7979,0.8473,0.9022,0.9376,0.9672
115B,Spanish,layer_17,mean,49.2786,6.2472,0.7966,0.3872,0.5527,0.6221,0.7153,0.7787,0.8337,0.8945,0.9335,0.9653
115B,Spanish,layer_18,mean,60.3612,7.8435,0.802871,0.3392,0.5222,0.5959,0.6949,0.7632,0.8233,0.889,0.9307,0.964
115B,Spanish,layer_19,mean,65.7817,8.5628,0.797204,0.3214,0.5099,0.5852,0.6856,0.7552,0.8165,0.8842,0.9272,0.962
115B,Spanish,layer_20,mean,75.7722,10.6652,0.797029,0.2787,0.4847,0.5649,0.673,0.7473,0.8128,0.8833,0.9267,0.9615
115B,Spanish,layer_21,mean,90.9906,13.5541,0.791803,0.2359,0.4547,0.5391,0.6533,0.7303,0.7994,0.8751,0.9211,0.9582
115B,Spanish,layer_22,mean,97.6772,15.0412,0.805691,0.2214,0.4361,0.5241,0.642,0.7228,0.7957,0.8756,0.923,0.9598
115B,Spanish,layer_23,mean,107.0309,16.4663,0.798062,0.2096,0.4231,0.5104,0.6306,0.7132,0.7868,0.8675,0.9168,0.9563
115B,Spanish,layer_24,mean,112.3277,18.0151,0.816858,0.1984,0.4044,0.4955,0.6201,0.7072,0.7857,0.8715,0.9216,0.9596
115B,Spanish,layer_25,mean,119.868,21.0725,0.824431,0.1741,0.3848,0.4795,0.6112,0.704,0.7863,0.8739,0.9236,0.9609
115B,Spanish,layer_26,mean,133.6671,25.8291,0.845516,0.1486,0.3554,0.4522,0.5916,0.6909,0.7801,0.8743,0.9258,0.9629
115B,Spanish,layer_27,mean,134.9662,27.0666,0.847729,0.141,0.3497,0.4515,0.5934,0.693,0.7812,0.8741,0.9256,0.963
115B,Spanish,layer_28,mean,117.0085,23.0423,0.854352,0.1599,0.3778,0.4819,0.6195,0.7139,0.796,0.8827,0.9309,0.9659
115B,Spanish,layer_29,mean,65.9095,10.816,0.853905,0.2755,0.4902,0.5847,0.6997,0.7736,0.8376,0.9056,0.9445,0.9727
115B,German,layer_0,last,170.8259,13.7322,1.317841,0.2638,0.3415,0.3897,0.467,0.5465,0.646,0.7922,0.8954,0.9682
115B,German,layer_1,last,189.1409,12.114,0.947156,0.2823,0.3586,0.3998,0.467,0.5326,0.6176,0.7501,0.8521,0.9369
115B,German,layer_2,last,178.9541,10.2465,0.856136,0.3083,0.3812,0.4192,0.4813,0.5397,0.6158,0.7367,0.8337,0.9206
115B,German,layer_3,last,170.2672,9.044,0.807795,0.329,0.3984,0.4339,0.4912,0.5445,0.613,0.7248,0.8186,0.9084
115B,German,layer_4,last,160.024,8.2999,0.778545,0.3439,0.4116,0.448,0.5038,0.5537,0.6172,0.7217,0.8118,0.902
115B,German,layer_5,last,189.6536,9.3383,0.753779,0.3241,0.3881,0.4252,0.482,0.5331,0.5973,0.703,0.7959,0.8912
115B,German,layer_6,last,212.5098,10.389,0.741403,0.3066,0.3734,0.4109,0.4681,0.5206,0.5858,0.6928,0.7872,0.8852
115B,German,layer_7,last,276.9649,13.6253,0.723993,0.2663,0.3349,0.3739,0.4335,0.4881,0.5564,0.6691,0.7689,0.8735
115B,German,layer_8,last,324.0909,16.8096,0.711564,0.238,0.3137,0.3549,0.4167,0.472,0.5411,0.6557,0.7579,0.8662
115B,German,layer_9,last,373.4482,20.0349,0.699406,0.2168,0.294,0.336,0.3986,0.4536,0.523,0.64,0.7457,0.8581
115B,German,layer_10,last,405.7605,22.244,0.688005,0.205,0.2831,0.3249,0.3876,0.4428,0.5126,0.6311,0.7379,0.8522
115B,German,layer_11,last,475.2886,27.5528,0.670809,0.1827,0.2613,0.304,0.3681,0.4233,0.4921,0.6107,0.7204,0.8402
115B,German,layer_12,last,556.5893,36.2104,0.658508,0.1567,0.2375,0.2817,0.3464,0.4022,0.4723,0.5939,0.7066,0.8305
115B,German,layer_13,last,624.8503,46.6552,0.648326,0.1346,0.2202,0.2657,0.3326,0.3893,0.4595,0.5815,0.6959,0.8229
115B,German,layer_14,last,657.9361,53.0144,0.639214,0.124,0.2124,0.26,0.3286,0.3853,0.4549,0.5754,0.6895,0.8176
115B,German,layer_15,last,697.229,61.4161,0.634098,0.1126,0.2033,0.2513,0.3205,0.3776,0.4479,0.5696,0.6847,0.8139
115B,German,layer_16,last,708.371,66.8127,0.630742,0.1052,0.2011,0.2496,0.3196,0.3773,0.4481,0.57,0.685,0.8135
115B,German,layer_17,last,752.0144,80.3969,0.627855,0.0914,0.1894,0.2392,0.3103,0.3692,0.4414,0.5655,0.6814,0.8107
115B,German,layer_18,last,744.9522,82.8234,0.628465,0.0889,0.1882,0.2382,0.3126,0.3737,0.4468,0.5707,0.6855,0.813
115B,German,layer_19,last,738.3995,87.2086,0.626994,0.0821,0.1892,0.2404,0.3169,0.3788,0.4515,0.5743,0.6879,0.814
115B,German,layer_20,last,746.1718,95.0116,0.623458,0.0737,0.1855,0.2404,0.318,0.3807,0.4532,0.5751,0.6879,0.8134
115B,German,layer_21,last,768.5268,101.8632,0.614852,0.0681,0.1814,0.2368,0.3148,0.3781,0.4503,0.5709,0.683,0.8088
115B,German,layer_22,last,748.3515,97.9621,0.612141,0.0685,0.1857,0.2424,0.3211,0.3854,0.4573,0.5755,0.6855,0.8095
115B,German,layer_23,last,742.4784,92.82,0.605082,0.072,0.1894,0.2443,0.3217,0.3873,0.4592,0.5756,0.6839,0.8073
115B,German,layer_24,last,701.3182,82.8884,0.606479,0.078,0.1979,0.2517,0.3305,0.3975,0.4705,0.5858,0.6919,0.812
115B,German,layer_25,last,708.0225,84.9973,0.608059,0.079,0.1917,0.2464,0.3251,0.3955,0.4713,0.5885,0.6945,0.8136
115B,German,layer_26,last,706.1366,89.1504,0.613832,0.0775,0.1843,0.2409,0.3221,0.396,0.476,0.5958,0.7015,0.8183
115B,German,layer_27,last,663.2162,78.2809,0.615005,0.0886,0.1915,0.2501,0.3326,0.4073,0.4881,0.6067,0.7098,0.8231
115B,German,layer_28,last,482.0514,44.4428,0.61723,0.1277,0.2506,0.3127,0.3935,0.4622,0.5358,0.6435,0.7367,0.8393
115B,German,layer_29,last,131.7906,10.2247,0.618637,0.2914,0.4795,0.528,0.5888,0.6347,0.6833,0.756,0.8194,0.8896
115B,German,layer_0,mean,74.5666,7.6807,1.18288,0.3526,0.4772,0.54,0.6195,0.6883,0.7666,0.87,0.9362,0.98
115B,German,layer_1,mean,60.3031,6.657,0.954556,0.3785,0.5155,0.5837,0.663,0.7282,0.7987,0.8837,0.9352,0.9725
115B,German,layer_2,mean,2.2557,1.223,0.869604,0.904,0.9339,0.9437,0.9546,0.9629,0.9718,0.9826,0.9895,0.995
115B,German,layer_3,mean,1.96,1.1724,0.828336,0.9234,0.9463,0.9549,0.9639,0.9703,0.9769,0.9853,0.9908,0.9954
115B,German,layer_4,mean,1.8978,1.1626,0.806689,0.9273,0.9492,0.9582,0.9669,0.9727,0.9786,0.986,0.9911,0.9954
115B,German,layer_5,mean,2.0681,1.1921,0.801757,0.9158,0.941,0.9514,0.963,0.9699,0.9767,0.9848,0.9902,0.9949
115B,German,layer_6,mean,2.0518,1.1848,0.790871,0.9186,0.9408,0.9508,0.9618,0.9688,0.9755,0.9838,0.9895,0.9945
115B,German,layer_7,mean,2.3442,1.2349,0.801328,0.8997,0.9271,0.9399,0.9551,0.9641,0.9726,0.9823,0.9886,0.9941
115B,German,layer_8,mean,2.5347,1.2639,0.799942,0.8893,0.9193,0.9334,0.9501,0.9603,0.9695,0.9803,0.9874,0.9934
115B,German,layer_9,mean,2.4651,1.2474,0.790906,0.8952,0.9215,0.9345,0.9498,0.9596,0.9688,0.9797,0.9869,0.9931
115B,German,layer_10,mean,2.6324,1.274,0.789255,0.8858,0.9149,0.9293,0.9461,0.9571,0.967,0.9786,0.9862,0.9927
115B,German,layer_11,mean,2.7419,1.2881,0.781598,0.8809,0.911,0.9259,0.9433,0.9545,0.9646,0.9768,0.9849,0.992
