checkpoint,dataset,layer,aggregation,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var
325B,Spanish,layer_19,last,34.2516,3.2951,0.613856,0.5464,0.6572,0.6858,0.7166,0.7423,0.7718,0.82,0.8658,0.9187
325B,Spanish,layer_20,last,36.6507,3.3722,0.603268,0.5404,0.6466,0.6765,0.7091,0.7358,0.7664,0.8151,0.8614,0.9151
325B,Spanish,layer_21,last,43.5933,3.6967,0.597263,0.5157,0.6246,0.6566,0.6923,0.7212,0.7538,0.8051,0.8533,0.9094
325B,Spanish,layer_22,last,54.1709,4.1282,0.591468,0.4877,0.5941,0.6292,0.6685,0.7003,0.7358,0.7903,0.8413,0.9014
325B,Spanish,layer_23,last,64.6131,4.5659,0.591506,0.4634,0.5681,0.606,0.6488,0.6836,0.722,0.78,0.8336,0.8964
325B,Spanish,layer_24,last,81.5097,5.3386,0.594925,0.4277,0.533,0.5745,0.6239,0.6631,0.7058,0.7687,0.8255,0.8913
325B,Spanish,layer_25,last,110.6904,6.5292,0.597647,0.3863,0.4861,0.5303,0.586,0.6305,0.6786,0.7489,0.8111,0.8825
325B,Spanish,layer_26,last,152.228,8.5661,0.603868,0.3358,0.4362,0.4833,0.5479,0.5987,0.6531,0.7313,0.7991,0.8755
325B,Spanish,layer_27,last,180.8734,10.4137,0.606551,0.3029,0.4073,0.458,0.5298,0.5851,0.6426,0.7243,0.7941,0.8724
325B,Spanish,layer_28,last,230.6703,16.0602,0.605462,0.2346,0.3733,0.4313,0.5131,0.5728,0.6313,0.7144,0.7862,0.867
325B,Spanish,layer_29,last,186.2249,17.5058,0.604016,0.2045,0.417,0.4841,0.5665,0.6193,0.6699,0.7432,0.807,0.8795
325B,Spanish,layer_0,mean,195.1049,29.8079,1.079476,0.1462,0.3305,0.411,0.5166,0.5973,0.6849,0.8052,0.8905,0.9581
325B,Spanish,layer_1,mean,130.8756,19.774,0.876476,0.1829,0.4094,0.4896,0.5955,0.6719,0.7491,0.8436,0.9052,0.9552
325B,Spanish,layer_2,mean,4.9907,1.5907,0.798935,0.792,0.8573,0.8787,0.904,0.9214,0.9385,0.9596,0.9739,0.9865
325B,Spanish,layer_3,mean,4.0266,1.471,0.770084,0.8239,0.8777,0.8975,0.9208,0.9355,0.9489,0.9657,0.9773,0.9879
325B,Spanish,layer_4,mean,3.921,1.4556,0.761141,0.8283,0.8793,0.8993,0.9226,0.9373,0.9502,0.9663,0.9776,0.9879
325B,Spanish,layer_5,mean,4.9957,1.6084,0.770814,0.7876,0.849,0.8778,0.9104,0.9297,0.9456,0.9639,0.9761,0.9871
325B,Spanish,layer_6,mean,5.1466,1.6183,0.763939,0.7852,0.8471,0.8751,0.9067,0.9259,0.9418,0.9608,0.974,0.986
325B,Spanish,layer_7,mean,7.1813,1.8624,0.786116,0.7313,0.8082,0.8422,0.8827,0.9083,0.93,0.9547,0.9706,0.9844
325B,Spanish,layer_8,mean,9.044,2.0608,0.792975,0.6947,0.781,0.818,0.8643,0.8943,0.9196,0.9482,0.9668,0.9825
325B,Spanish,layer_9,mean,8.7572,2.0064,0.782435,0.7043,0.7872,0.8217,0.8642,0.8923,0.9167,0.9456,0.9648,0.9814
325B,Spanish,layer_10,mean,9.9056,2.1308,0.788528,0.6831,0.7703,0.8078,0.8548,0.8861,0.9133,0.9442,0.9641,0.981
325B,Spanish,layer_11,mean,10.5992,2.1922,0.779128,0.6732,0.764,0.8024,0.8495,0.8807,0.9081,0.9399,0.9611,0.9793
325B,Spanish,layer_12,mean,13.1268,2.4741,0.788941,0.6326,0.7372,0.7813,0.8349,0.8704,0.9011,0.9361,0.959,0.9784
325B,Spanish,layer_13,mean,21.055,3.2986,0.802638,0.5452,0.6743,0.7277,0.7965,0.8426,0.8822,0.9256,0.953,0.9755
325B,Spanish,layer_14,mean,20.3929,3.1435,0.782751,0.5592,0.6805,0.7325,0.7968,0.8399,0.8776,0.9204,0.9487,0.9727
325B,Spanish,layer_15,mean,22.5301,3.3677,0.788475,0.5394,0.6672,0.7212,0.7889,0.8342,0.8737,0.9181,0.9474,0.9723
325B,Spanish,layer_16,mean,28.3029,3.9233,0.79389,0.4979,0.6357,0.6945,0.7679,0.8176,0.8611,0.9105,0.9429,0.9701
325B,Spanish,layer_17,mean,37.1483,4.8866,0.7997,0.4424,0.5978,0.6612,0.7436,0.7991,0.8479,0.9026,0.9385,0.968
325B,Spanish,layer_18,mean,46.5169,6.0639,0.804452,0.3919,0.5658,0.6328,0.7219,0.7828,0.8369,0.8968,0.9353,0.9665
325B,Spanish,layer_19,mean,55.6089,7.1956,0.789068,0.3542,0.5425,0.6134,0.706,0.7692,0.8249,0.8869,0.9273,0.9616
325B,Spanish,layer_20,mean,82.2808,9.9122,0.757539,0.2939,0.489,0.5623,0.6607,0.728,0.7885,0.858,0.9051,0.9482
325B,Spanish,layer_21,mean,96.433,12.3199,0.747705,0.2543,0.4627,0.5407,0.6458,0.716,0.7794,0.8521,0.9008,0.945
325B,Spanish,layer_22,mean,102.0356,12.4775,0.747458,0.2575,0.4498,0.5285,0.6345,0.7063,0.7725,0.8489,0.8993,0.9441
325B,Spanish,layer_23,mean,102.0222,12.4793,0.745797,0.2592,0.4473,0.5263,0.6341,0.7075,0.7746,0.8509,0.9006,0.9447
325B,Spanish,layer_24,mean,103.1501,13.0058,0.758745,0.2545,0.4352,0.5181,0.6306,0.7081,0.7788,0.8579,0.9069,0.9486
325B,Spanish,layer_25,mean,117.0091,15.6124,0.767254,0.2275,0.4079,0.494,0.6123,0.696,0.7719,0.8554,0.9061,0.9487
325B,Spanish,layer_26,mean,135.3382,19.4067,0.778303,0.1979,0.3774,0.4651,0.59,0.6797,0.7611,0.851,0.9047,0.9486
325B,Spanish,layer_27,mean,142.3249,21.1856,0.776311,0.1847,0.3692,0.4582,0.5852,0.6761,0.7573,0.8471,0.9015,0.9468
325B,Spanish,layer_28,mean,147.2876,23.0224,0.764039,0.1705,0.362,0.4591,0.5883,0.6779,0.7561,0.8422,0.8962,0.9431
325B,Spanish,layer_29,mean,105.0341,16.3213,0.765687,0.2128,0.4171,0.5202,0.6459,0.7259,0.793,0.866,0.9119,0.9516
325B,German,layer_0,last,442.1625,79.8244,1.252965,0.0884,0.1852,0.2412,0.3298,0.4188,0.5298,0.6999,0.8328,0.9421
325B,German,layer_1,last,506.2503,59.1505,0.890707,0.1136,0.2052,0.2557,0.3336,0.4076,0.5014,0.6524,0.7792,0.8975
325B,German,layer_2,last,429.2258,30.6749,0.8069,0.1714,0.2544,0.3005,0.369,0.4319,0.5129,0.6467,0.7633,0.8797
325B,German,layer_3,last,414.8241,24.802,0.761912,0.1936,0.271,0.314,0.3786,0.4365,0.5098,0.6335,0.7461,0.8649
325B,German,layer_4,last,370.4738,20.053,0.738541,0.2171,0.2929,0.3359,0.3998,0.4542,0.5229,0.6385,0.7453,0.8614
325B,German,layer_5,last,420.0741,23.4766,0.717465,0.1998,0.2745,0.3183,0.3836,0.4393,0.5081,0.6246,0.7328,0.8521
325B,German,layer_6,last,419.0694,23.5401,0.710324,0.1991,0.2762,0.3198,0.384,0.4406,0.5094,0.6254,0.7328,0.8513
325B,German,layer_7,last,495.0842,31.1232,0.69434,0.1703,0.2506,0.2962,0.3622,0.4194,0.49,0.6091,0.7195,0.842
325B,German,layer_8,last,495.9038,33.1055,0.687523,0.1633,0.2514,0.3,0.3676,0.4243,0.494,0.612,0.721,0.842
325B,German,layer_9,last,520.2198,36.0709,0.679248,0.1553,0.245,0.2947,0.3631,0.4192,0.4878,0.6056,0.7157,0.8381
325B,German,layer_10,last,538.3592,38.6169,0.671992,0.1492,0.2399,0.2908,0.3599,0.4159,0.4841,0.6021,0.7123,0.8352
325B,German,layer_11,last,590.4488,45.4068,0.656789,0.1355,0.2271,0.2797,0.3496,0.4052,0.4723,0.5887,0.6997,0.8259
325B,German,layer_12,last,633.3099,54.0565,0.648297,0.121,0.2161,0.2708,0.3412,0.3968,0.4646,0.5821,0.6939,0.8213
325B,German,layer_13,last,690.4443,69.2746,0.641015,0.1015,0.2005,0.2571,0.3298,0.3875,0.4565,0.5746,0.6874,0.8162
325B,German,layer_14,last,659.3541,63.4415,0.636397,0.1071,0.2093,0.2677,0.3405,0.3973,0.4649,0.5797,0.6903,0.8171
325B,German,layer_15,last,653.3275,63.2143,0.633656,0.1064,0.212,0.2702,0.3423,0.3994,0.4671,0.5818,0.6919,0.8175
325B,German,layer_16,last,597.9487,55.6301,0.635055,0.1145,0.2248,0.2849,0.3585,0.4162,0.4832,0.5962,0.7033,0.8243
325B,German,layer_17,last,367.8195,23.2111,0.636189,0.1964,0.3039,0.3641,0.4339,0.4863,0.5463,0.6467,0.7408,0.8462
325B,German,layer_18,last,111.6998,6.3652,0.638449,0.3928,0.4787,0.5246,0.5811,0.6228,0.6685,0.7429,0.8115,0.888
325B,German,layer_19,last,84.0297,5.3081,0.635181,0.4306,0.5194,0.5627,0.6165,0.6559,0.6983,0.7662,0.8283,0.8975
325B,German,layer_20,last,80.1727,5.0871,0.621537,0.4401,0.5275,0.569,0.6208,0.6596,0.7012,0.7673,0.8279,0.8959
325B,German,layer_21,last,88.2613,5.4996,0.611462,0.4222,0.5168,0.5589,0.6122,0.6522,0.6946,0.7613,0.8223,0.8914
325B,German,layer_22,last,105.5653,6.1549,0.603498,0.3987,0.4914,0.5344,0.5903,0.633,0.6778,0.747,0.8105,0.8834
325B,German,layer_23,last,119.919,6.7694,0.601547,0.3795,0.4734,0.517,0.5744,0.6197,0.6664,0.7383,0.8038,0.879
325B,German,layer_24,last,142.2223,7.9526,0.60258,0.3487,0.4487,0.4939,0.5553,0.6046,0.6546,0.7302,0.7979,0.8751
325B,German,layer_25,last,183.3069,9.9743,0.603118,0.3097,0.4106,0.4565,0.5222,0.5757,0.6308,0.7126,0.7852,0.8673
325B,German,layer_26,last,237.1287,13.2964,0.605887,0.2657,0.3695,0.4183,0.4882,0.5476,0.6085,0.6969,0.7741,0.8605
325B,German,layer_27,last,267.3058,15.8805,0.604788,0.2404,0.3502,0.4016,0.4753,0.5364,0.5995,0.6905,0.7691,0.8569
325B,German,layer_28,last,316.6516,23.0319,0.597285,0.1868,0.3289,0.3872,0.4643,0.5257,0.5882,0.6791,0.759,0.8496
325B,German,layer_29,last,188.2768,16.2525,0.596358,0.2078,0.4247,0.4824,0.555,0.6055,0.6565,0.7316,0.7977,0.8732
325B,German,layer_0,mean,220.9925,32.8074,1.123391,0.1423,0.3077,0.3861,0.4859,0.5681,0.661,0.791,0.8845,0.9575
325B,German,layer_1,mean,147.8326,18.8225,0.88981,0.2003,0.3892,0.4692,0.5632,0.6389,0.7199,0.8241,0.8945,0.9515
325B,German,layer_2,mean,1.9397,1.161,0.811767,0.928,0.9461,0.9536,0.9621,0.9685,0.9751,0.9836,0.9895,0.9947
325B,German,layer_3,mean,1.7252,1.1262,0.779525,0.9423,0.9565,0.963,0.9701,0.975,0.9801,0.9866,0.9912,0.9954
325B,German,layer_4,mean,1.6909,1.1225,0.770606,0.9438,0.9585,0.9654,0.9725,0.9771,0.9818,0.9876,0.9919,0.9957
325B,German,layer_5,mean,1.8462,1.1509,0.777415,0.9321,0.9497,0.9585,0.9684,0.9746,0.9802,0.9868,0.9913,0.9954
325B,German,layer_6,mean,1.8626,1.1529,0.770873,0.9313,0.9494,0.9579,0.9676,0.9737,0.9793,0.9861,0.9908,0.9951
325B,German,layer_7,mean,2.1441,1.2015,0.789481,0.9122,0.9352,0.9464,0.96,0.9683,0.9758,0.9842,0.9898,0.9946
325B,German,layer_8,mean,2.3096,1.227,0.791611,0.9027,0.9277,0.9401,0.9552,0.9646,0.9729,0.9824,0.9886,0.994
325B,German,layer_9,mean,2.2291,1.211,0.78418,0.9086,0.9313,0.9425,0.956,0.9648,0.9728,0.9822,0.9884,0.9939
325B,German,layer_10,mean,2.384,1.2365,0.787782,0.8992,0.9247,0.9371,0.9522,0.9622,0.9711,0.9813,0.9879,0.9936
325B,German,layer_11,mean,2.4409,1.2445,0.779719,0.8963,0.9227,0.9355,0.9509,0.9608,0.9697,0.9801,0.987,0.9931
325B,German,layer_12,mean,2.6966,1.2859,0.789094,0.8816,0.9128,0.9277,0.9455,0.9568,0.9671,0.9787,0.9862,0.9927
325B,German,layer_13,mean,3.5825,1.4154,0.801015,0.8401,0.882,0.903,0.9282,0.9442,0.9582,0.9734,0.983,0.9911
325B,German,layer_14,mean,3.4223,1.3879,0.786866,0.8485,0.8874,0.9074,0.9302,0.9449,0.9582,0.9729,0.9824,0.9907
325B,German,layer_15,mean,3.6644,1.4234,0.792212,0.8378,0.8803,0.9019,0.9265,0.9421,0.9562,0.9717,0.9818,0.9904
325B,German,layer_16,mean,4.2258,1.4973,0.79766,0.8167,0.8649,0.8896,0.9168,0.9345,0.9505,0.9683,0.9797,0.9894
325B,German,layer_17,mean,4.8205,1.5701,0.80318,0.7974,0.8498,0.8769,0.9071,0.9271,0.945,0.9651,0.9779,0.9885
325B,German,layer_18,mean,5.7907,1.6882,0.808033,0.7688,0.8276,0.8588,0.8941,0.9181,0.939,0.9618,0.976,0.9875
325B,German,layer_19,mean,7.0136,1.8224,0.793656,0.7396,0.8077,0.842,0.8808,0.9068,0.9297,0.9548,0.971,0.9846
325B,German,layer_20,mean,11.1451,2.1847,0.759796,0.6749,0.7522,0.7922,0.8408,0.8741,0.9028,0.9348,0.9563,0.976
325B,German,layer_21,mean,15.3507,2.5479,0.740058,0.624,0.7148,0.7595,0.8144,0.8526,0.8857,0.9225,0.9471,0.9703
325B,German,layer_22,mean,23.5156,3.2138,0.737394,0.5542,0.6584,0.7098,0.7761,0.8224,0.8629,0.9074,0.9369,0.9645
325B,German,layer_23,mean,28.8094,3.6753,0.735025,0.517,0.631,0.6868,0.7583,0.8091,0.8533,0.9012,0.9327,0.962
325B,German,layer_24,mean,38.9737,4.7118,0.745512,0.4539,0.5835,0.6463,0.7322,0.7922,0.8442,0.8976,0.9309,0.9612
325B,German,layer_25,mean,58.6578,6.8634,0.751837,0.371,0.5182,0.5905,0.6918,0.7636,0.825,0.8863,0.9238,0.9574
325B,German,layer_26,mean,86.1531,10.7881,0.758503,0.2868,0.4534,0.5357,0.6509,0.7328,0.8037,0.8742,0.9166,0.9537
325B,German,layer_27,mean,104.4711,14.3638,0.755464,0.2395,0.4219,0.5091,0.6311,0.7183,0.7925,0.8663,0.9107,0.9502
325B,German,layer_28,mean,134.7893,21.7844,0.742877,0.1756,0.3821,0.4773,0.6072,0.6968,0.7724,0.8492,0.8978,0.9424
325B,German,layer_29,mean,140.3149,30.6792,0.744003,0.104,0.3604,0.478,0.6198,0.7082,0.7814,0.8556,0.9025,0.9449
325B,Hindi,layer_0,last,120.1376,40.6804,1.772716,0.1087,0.2624,0.3773,0.5714,0.704,0.8208,0.9366,0.9859,0.999
325B,Hindi,layer_1,last,210.0169,47.9892,1.165148,0.1112,0.2337,0.3297,0.4776,0.6024,0.7219,0.8505,0.9226,0.9714
325B,Hindi,layer_2,last,6.7423,1.7218,1.069019,0.7616,0.7993,0.8243,0.8598,0.8909,0.9206,0.9535,0.9737,0.989
325B,Hindi,layer_3,last,4.4545,1.4721,1.014735,0.824,0.8511,0.8685,0.8929,0.9146,0.9359,0.9607,0.9768,0.9898
325B,Hindi,layer_4,last,3.5809,1.3687,0.982038,0.8546,0.877,0.8909,0.9096,0.9269,0.9443,0.9652,0.979,0.9905
325B,Hindi,layer_5,last,3.54,1.3591,0.945326,0.8576,0.8793,0.892,0.9097,0.926,0.9429,0.9636,0.9777,0.9896
325B,Hindi,layer_6,last,3.6364,1.3672,0.920712,0.8551,0.8768,0.8894,0.907,0.9232,0.9402,0.9616,0.9762,0.9887
325B,Hindi,layer_7,last,3.8692,1.3851,0.88244,0.8496,0.8707,0.8827,0.9001,0.9164,0.934,0.9567,0.9727,0.9867
325B,Hindi,layer_8,last,4.1341,1.4084,0.851757,0.8425,0.864,0.8762,0.8941,0.9108,0.9289,0.9526,0.9696,0.9847
325B,Hindi,layer_9,last,4.3782,1.4287,0.823975,0.8365,0.8586,0.8706,0.8887,0.9056,0.9241,0.9486,0.9665,0.9828
325B,Hindi,layer_10,last,4.6631,1.4519,0.80015,0.8298,0.8528,0.8649,0.8829,0.8998,0.9188,0.9442,0.9631,0.9807
325B,Hindi,layer_11,last,4.9051,1.4702,0.773511,0.8246,0.8483,0.8607,0.8786,0.8954,0.9143,0.9399,0.9596,0.9784
325B,Hindi,layer_12,last,5.1662,1.4894,0.754156,0.8192,0.8432,0.8559,0.8736,0.8904,0.9096,0.9359,0.9564,0.9763
325B,Hindi,layer_13,last,5.7003,1.5314,0.73603,0.8079,0.8332,0.8466,0.865,0.8823,0.9021,0.9297,0.9517,0.9733
325B,Hindi,layer_14,last,5.9105,1.5505,0.722704,0.8029,0.8303,0.8442,0.8631,0.8805,0.9002,0.9278,0.9499,0.972
325B,Hindi,layer_15,last,6.2931,1.5818,0.712733,0.7949,0.824,0.8387,0.8582,0.8761,0.8962,0.9246,0.9474,0.9703
325B,Hindi,layer_16,last,7.2067,1.6597,0.707692,0.7759,0.8099,0.826,0.8477,0.8673,0.8891,0.9194,0.9436,0.968
325B,Hindi,layer_17,last,8.166,1.7383,0.703032,0.7581,0.7948,0.8146,0.8392,0.8603,0.8834,0.9154,0.9406,0.9661
325B,Hindi,layer_18,last,8.6326,1.7974,0.700444,0.7454,0.7926,0.8134,0.8391,0.8606,0.8839,0.9159,0.941,0.9661
325B,Hindi,layer_19,last,9.8876,1.9069,0.692813,0.7234,0.7786,0.8019,0.8306,0.8537,0.8783,0.9116,0.9376,0.9639
325B,Hindi,layer_20,last,11.0836,1.989,0.676834,0.7082,0.7662,0.7908,0.8211,0.8452,0.8706,0.9052,0.9324,0.9603
325B,Hindi,layer_21,last,12.7974,2.1112,0.666658,0.6872,0.7502,0.7779,0.8099,0.8354,0.8621,0.8985,0.9271,0.9568
325B,Hindi,layer_22,last,15.16,2.2491,0.652596,0.6656,0.7313,0.7599,0.7938,0.8207,0.8488,0.8873,0.9184,0.9511
325B,Hindi,layer_23,last,17.1634,2.374,0.647464,0.6477,0.7175,0.7473,0.7829,0.8113,0.8406,0.8809,0.9135,0.9479
325B,Hindi,layer_24,last,20.3065,2.5691,0.642954,0.6222,0.6987,0.7297,0.768,0.7985,0.8298,0.8725,0.9071,0.9438
325B,Hindi,layer_25,last,25.7647,2.8548,0.634992,0.5898,0.6706,0.7028,0.7444,0.7769,0.8105,0.8571,0.8954,0.9364
325B,Hindi,layer_26,last,34.9762,3.3098,0.627228,0.5471,0.6335,0.6678,0.7133,0.7488,0.7858,0.8374,0.8805,0.9269
325B,Hindi,layer_27,last,45.3064,3.8298,0.620375,0.5075,0.6037,0.6394,0.6882,0.7259,0.7651,0.8207,0.8675,0.9185
325B,Hindi,layer_28,last,82.084,5.8985,0.607385,0.4033,0.5329,0.5758,0.6317,0.6741,0.7179,0.7825,0.8377,0.8992
325B,Hindi,layer_29,last,121.7691,10.7933,0.603622,0.2657,0.503,0.5484,0.6069,0.6512,0.698,0.7667,0.8252,0.8909
325B,Hindi,layer_0,mean,101.0598,30.9459,1.432656,0.115,0.3344,0.4493,0.6234,0.7443,0.8418,0.9338,0.9749,0.9942
325B,Hindi,layer_1,mean,94.5201,21.3365,1.03553,0.1758,0.3767,0.4836,0.6408,0.7531,0.8371,0.9171,0.9577,0.9831
325B,Hindi,layer_2,mean,3.9914,1.4939,0.952119,0.8176,0.8673,0.8897,0.921,0.9436,0.9608,0.9785,0.9881,0.9948
325B,Hindi,layer_3,mean,2.9019,1.3288,0.915284,0.8672,0.9023,0.9187,0.9409,0.957,0.9695,0.9826,0.9901,0.9955
325B,Hindi,layer_4,mean,2.5834,1.2785,0.898462,0.8842,0.915,0.9294,0.9481,0.9618,0.9726,0.9842,0.9909,0.9957
325B,Hindi,layer_5,mean,2.6492,1.2881,0.890253,0.8809,0.9123,0.9277,0.9466,0.9602,0.9715,0.9835,0.9905,0.9955
325B,Hindi,layer_6,mean,2.6985,1.2965,0.882691,0.878,0.9109,0.9268,0.9458,0.9595,0.9709,0.9831,0.9902,0.9953
325B,Hindi,layer_7,mean,3.1101,1.3585,0.887547,0.8577,0.8954,0.9142,0.9365,0.9529,0.9665,0.9808,0.9889,0.9947
325B,Hindi,layer_8,mean,3.4297,1.4003,0.876866,0.8447,0.8846,0.9052,0.9292,0.9469,0.9621,0.978,0.9872,0.9938
325B,Hindi,layer_9,mean,3.504,1.4075,0.862874,0.8425,0.8826,0.9036,0.9273,0.945,0.9602,0.9765,0.9861,0.9932
325B,Hindi,layer_10,mean,3.9012,1.4615,0.858387,0.8267,0.8708,0.8942,0.9199,0.9394,0.9564,0.9743,0.9847,0.9925
325B,Hindi,layer_11,mean,4.2713,1.5048,0.844984,0.8147,0.8618,0.8864,0.9131,0.9333,0.9512,0.9706,0.9823,0.9912
325B,Hindi,layer_12,mean,4.8721,1.5806,0.846021,0.7948,0.8467,0.8744,0.904,0.9264,0.9463,0.9677,0.9806,0.9904
325B,Hindi,layer_13,mean,6.6262,1.7899,0.84559,0.7464,0.8116,0.8463,0.8831,0.9097,0.934,0.9603,0.9761,0.9881
325B,Hindi,layer_14,mean,6.3615,1.7436,0.822182,0.7564,0.8179,0.8502,0.8844,0.9094,0.9324,0.9581,0.9741,0.9868
325B,Hindi,layer_15,mean,6.9308,1.8162,0.824234,0.7409,0.8074,0.8428,0.88,0.9063,0.9304,0.957,0.9734,0.9865
325B,Hindi,layer_16,mean,8.4299,1.9858,0.824996,0.7082,0.7842,0.8246,0.8668,0.896,0.9227,0.9523,0.9705,0.985
325B,Hindi,layer_17,mean,9.6844,2.108,0.824696,0.6871,0.7667,0.8089,0.8547,0.8866,0.916,0.9484,0.9681,0.9837
325B,Hindi,layer_18,mean,11.5436,2.3037,0.824451,0.6567,0.7455,0.7913,0.8423,0.8773,0.9087,0.9437,0.9651,0.9822
325B,Hindi,layer_19,mean,14.7845,2.5922,0.811136,0.6183,0.7165,0.7665,0.8219,0.8595,0.8932,0.9321,0.957,0.9779
325B,Hindi,layer_20,mean,22.7042,3.1131,0.773462,0.5632,0.6678,0.719,0.7777,0.8181,0.8558,0.903,0.9362,0.9661
325B,Hindi,layer_21,mean,28.8165,3.6093,0.751151,0.5216,0.6387,0.6945,0.7587,0.8021,0.8421,0.8917,0.9273,0.9603
325B,Hindi,layer_22,mean,38.1004,4.1811,0.735455,0.4834,0.605,0.6625,0.7289,0.774,0.8162,0.8709,0.9122,0.9517
325B,Hindi,layer_23,mean,40.923,4.4171,0.728363,0.4696,0.5946,0.6537,0.7228,0.7697,0.8131,0.8688,0.9105,0.9503
325B,Hindi,layer_24,mean,46.0331,4.9593,0.729754,0.4413,0.5767,0.6403,0.7145,0.7647,0.8107,0.868,0.9101,0.95
325B,Hindi,layer_25,mean,62.3823,6.2804,0.725677,0.3892,0.5347,0.6025,0.6836,0.7381,0.7883,0.8515,0.8987,0.9435
325B,Hindi,layer_26,mean,85.8167,8.4328,0.721345,0.3312,0.4876,0.5612,0.6496,0.7096,0.7652,0.8347,0.8867,0.9366
325B,Hindi,layer_27,mean,102.6098,10.329,0.716194,0.2951,0.4587,0.5366,0.6315,0.6951,0.7539,0.826,0.88,0.9323
325B,Hindi,layer_28,mean,145.1944,15.3761,0.698755,0.2308,0.4087,0.4927,0.5929,0.6589,0.7201,0.7981,0.8586,0.919
325B,Hindi,layer_29,mean,74.6326,8.3007,0.69999,0.3273,0.5131,0.5988,0.6796,0.7324,0.7817,0.844,0.8908,0.9371
325B,Arabic,layer_0,last,322.2791,61.5026,1.468643,0.0944,0.2213,0.2767,0.3778,0.4797,0.5973,0.762,0.8796,0.966
325B,Arabic,layer_1,last,368.1595,53.9563,1.03875,0.1101,0.2305,0.2835,0.3733,0.4649,0.5732,0.7286,0.8423,0.9358
325B,Arabic,layer_2,last,55.5567,4.5822,0.947187,0.464,0.5517,0.5871,0.6373,0.689,0.7489,0.835,0.8986,0.9539
325B,Arabic,layer_3,last,33.1166,3.2711,0.895896,0.5511,0.6246,0.6551,0.6968,0.7377,0.7852,0.8546,0.9075,0.9555
325B,Arabic,layer_4,last,24.2057,2.763,0.867323,0.6002,0.6655,0.6926,0.7303,0.7659,0.8074,0.8678,0.9144,0.9576
325B,Arabic,layer_5,last,24.7729,2.7736,0.844313,0.5992,0.6615,0.6895,0.7279,0.7635,0.8053,0.8655,0.9118,0.9554
325B,Arabic,layer_6,last,26.3661,2.8648,0.831905,0.5894,0.6522,0.6831,0.7233,0.7599,0.8024,0.8629,0.9097,0.9539
325B,Arabic,layer_7,last,29.55,3.0036,0.812706,0.5756,0.6376,0.669,0.7108,0.7486,0.7925,0.8549,0.9035,0.95
325B,Arabic,layer_8,last,34.4333,3.266,0.798615,0.5516,0.6184,0.652,0.6973,0.7367,0.7822,0.8468,0.8974,0.9462
325B,Arabic,layer_9,last,37.9224,3.4324,0.785596,0.5379,0.6067,0.641,0.6879,0.7282,0.7745,0.8405,0.8924,0.9429
325B,Arabic,layer_10,last,40.7484,3.5765,0.774885,0.5267,0.5984,0.6336,0.6821,0.7225,0.7686,0.8356,0.8887,0.9405
325B,Arabic,layer_11,last,43.2087,3.6534,0.755153,0.5211,0.5915,0.6279,0.6767,0.7168,0.7619,0.8283,0.8821,0.9359
325B,Arabic,layer_12,last,47.1841,3.8631,0.7439,0.5064,0.5815,0.6197,0.6699,0.7101,0.7556,0.8232,0.878,0.933
325B,Arabic,layer_13,last,55.5536,4.2687,0.734128,0.4813,0.5596,0.6015,0.6547,0.6963,0.7431,0.8129,0.8701,0.9281
325B,Arabic,layer_14,last,58.9703,4.4878,0.727078,0.4689,0.5513,0.5965,0.6517,0.694,0.7412,0.8109,0.868,0.9265
325B,Arabic,layer_15,last,64.1279,4.7535,0.721493,0.4553,0.5414,0.5874,0.6439,0.687,0.7349,0.8058,0.8641,0.9239
325B,Arabic,layer_16,last,75.9516,5.5129,0.720998,0.4213,0.5177,0.5684,0.6294,0.6754,0.7259,0.8001,0.8605,0.9218
325B,Arabic,layer_17,last,70.3593,5.4007,0.718279,0.4254,0.5272,0.5811,0.6449,0.6899,0.7384,0.8098,0.8672,0.9251
325B,Arabic,layer_18,last,41.0977,3.8678,0.718018,0.5051,0.6009,0.6496,0.7059,0.7445,0.785,0.8441,0.8911,0.9385
325B,Arabic,layer_19,last,37.2057,3.6828,0.710927,0.5177,0.6162,0.6629,0.7183,0.7558,0.7947,0.851,0.8956,0.9406
325B,Arabic,layer_20,last,37.6519,3.6932,0.692057,0.5169,0.6158,0.6622,0.718,0.7552,0.7934,0.8486,0.8927,0.9379
325B,Arabic,layer_21,last,41.9674,3.9614,0.67756,0.4984,0.603,0.6508,0.7091,0.7474,0.7864,0.8423,0.8871,0.9338
325B,Arabic,layer_22,last,48.6813,4.281,0.66533,0.479,0.5843,0.6328,0.6925,0.7325,0.7728,0.8308,0.8779,0.9277
325B,Arabic,layer_23,last,54.0681,4.5813,0.661312,0.4625,0.5708,0.6205,0.6814,0.7231,0.7648,0.8247,0.8734,0.9248
325B,Arabic,layer_24,last,61.8493,5.0792,0.659711,0.4382,0.5527,0.6044,0.6687,0.7128,0.7565,0.8188,0.869,0.922
325B,Arabic,layer_25,last,76.347,5.8228,0.656828,0.4084,0.5221,0.5754,0.6438,0.691,0.7378,0.8047,0.8588,0.9158
325B,Arabic,layer_26,last,98.0058,7.0762,0.656376,0.3689,0.4838,0.5409,0.6152,0.6665,0.7177,0.7899,0.8482,0.9094
325B,Arabic,layer_27,last,112.9042,8.1692,0.652101,0.3415,0.4624,0.5224,0.6025,0.6558,0.7089,0.7826,0.8424,0.9054
