checkpoint,dataset,layer,aggregation,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var
478B,Turkish,layer_5,last,90.4612,6.6125,0.866775,0.3799,0.5148,0.55,0.6023,0.6453,0.6945,0.7751,0.8494,0.9266
478B,Turkish,layer_6,last,102.5842,7.7058,0.85983,0.3476,0.4995,0.5371,0.5924,0.6372,0.6884,0.7705,0.8461,0.9246
478B,Turkish,layer_7,last,128.5587,9.4274,0.839163,0.3098,0.4687,0.5079,0.5659,0.6119,0.6657,0.7524,0.8324,0.9165
478B,Turkish,layer_8,last,131.0319,9.5668,0.827588,0.3078,0.4656,0.505,0.5647,0.6113,0.6648,0.7511,0.8306,0.9147
478B,Turkish,layer_9,last,163.042,11.892,0.812306,0.2721,0.4337,0.4756,0.5394,0.5877,0.6433,0.7338,0.8178,0.9072
478B,Turkish,layer_10,last,160.7052,11.1231,0.80551,0.2846,0.4365,0.4746,0.5367,0.5848,0.6402,0.7312,0.8158,0.9057
478B,Turkish,layer_11,last,160.6003,10.8551,0.78726,0.2892,0.4378,0.4755,0.5381,0.5855,0.6394,0.728,0.8115,0.9019
478B,Turkish,layer_12,last,179.3923,11.6123,0.769241,0.2804,0.4212,0.4596,0.5224,0.5706,0.6247,0.7159,0.802,0.8955
478B,Turkish,layer_13,last,205.6168,12.8571,0.750178,0.2668,0.3988,0.4389,0.5041,0.5539,0.6096,0.7025,0.791,0.8878
478B,Turkish,layer_14,last,206.7465,13.0908,0.739616,0.2643,0.3982,0.4403,0.5073,0.5569,0.6123,0.703,0.7901,0.8862
478B,Turkish,layer_15,last,239.9931,15.7888,0.730621,0.2377,0.3762,0.4209,0.4896,0.5405,0.5982,0.6922,0.7817,0.8806
478B,Turkish,layer_16,last,230.7716,15.4508,0.726602,0.2408,0.3805,0.4274,0.4964,0.5491,0.6075,0.7006,0.7876,0.8831
478B,Turkish,layer_17,last,141.8295,9.9326,0.721931,0.3051,0.4545,0.5026,0.5684,0.6152,0.666,0.7459,0.8194,0.8998
478B,Turkish,layer_18,last,33.9545,3.4979,0.720871,0.5297,0.6492,0.681,0.7251,0.7559,0.789,0.8399,0.8861,0.9365
478B,Turkish,layer_19,last,27.379,3.1603,0.711772,0.5579,0.6747,0.7067,0.7492,0.7787,0.8094,0.8555,0.8968,0.9419
478B,Turkish,layer_20,last,28.1792,3.2444,0.690306,0.5496,0.6744,0.7066,0.7485,0.7781,0.8083,0.8537,0.8945,0.9395
478B,Turkish,layer_21,last,32.7811,3.5521,0.671427,0.5241,0.6579,0.6918,0.7359,0.7671,0.7991,0.8457,0.8876,0.9343
478B,Turkish,layer_22,last,38.7086,3.9308,0.66364,0.4968,0.6366,0.6728,0.7205,0.7541,0.7878,0.8366,0.8804,0.9296
478B,Turkish,layer_23,last,44.8095,4.343,0.661202,0.4709,0.618,0.6564,0.7066,0.7425,0.7783,0.8296,0.8752,0.9263
478B,Turkish,layer_24,last,51.407,4.7754,0.660726,0.4478,0.5981,0.6399,0.6935,0.7316,0.7694,0.8233,0.8708,0.9235
478B,Turkish,layer_25,last,61.8582,5.2955,0.661385,0.4252,0.5681,0.6131,0.6713,0.713,0.7543,0.8128,0.8635,0.9192
478B,Turkish,layer_26,last,77.865,6.2468,0.664682,0.3901,0.5336,0.5821,0.6447,0.6911,0.737,0.8009,0.8555,0.9146
478B,Turkish,layer_27,last,83.029,6.6961,0.670411,0.3764,0.5195,0.5716,0.6393,0.689,0.7372,0.8028,0.8573,0.9159
478B,Turkish,layer_28,last,105.8757,9.5674,0.673832,0.3042,0.4842,0.5474,0.6249,0.6788,0.7304,0.7985,0.8545,0.914
478B,Turkish,layer_29,last,60.618,7.9054,0.683653,0.3218,0.5811,0.6424,0.7118,0.7569,0.7985,0.8514,0.8931,0.9368
478B,Turkish,layer_0,mean,118.2382,13.3596,1.108851,0.246,0.4448,0.508,0.5837,0.6461,0.7173,0.8195,0.8964,0.9604
478B,Turkish,layer_1,mean,66.159,8.3637,0.884762,0.3179,0.5489,0.6087,0.6761,0.7291,0.7861,0.8612,0.9149,0.9605
478B,Turkish,layer_2,mean,1.5085,1.1052,0.808022,0.9511,0.9747,0.9786,0.9824,0.9853,0.9882,0.9921,0.9949,0.9974
478B,Turkish,layer_3,mean,1.4032,1.0838,0.780416,0.9605,0.9797,0.983,0.9861,0.9884,0.9907,0.9937,0.9958,0.9978
478B,Turkish,layer_4,mean,1.3625,1.0751,0.768745,0.9644,0.9815,0.9846,0.9876,0.9896,0.9917,0.9943,0.9962,0.998
478B,Turkish,layer_5,mean,1.402,1.0817,0.775151,0.9614,0.9785,0.9822,0.9861,0.9886,0.9911,0.994,0.996,0.9979
478B,Turkish,layer_6,mean,1.4103,1.0831,0.77053,0.9608,0.978,0.9817,0.9857,0.9882,0.9907,0.9937,0.9958,0.9978
478B,Turkish,layer_7,mean,1.4955,1.0985,0.787616,0.954,0.9723,0.9772,0.9824,0.9858,0.989,0.9928,0.9953,0.9975
478B,Turkish,layer_8,mean,1.5851,1.1161,0.790322,0.9465,0.9676,0.9733,0.9795,0.9835,0.9872,0.9916,0.9946,0.9971
478B,Turkish,layer_9,mean,1.5819,1.1158,0.783756,0.9466,0.9682,0.9737,0.9796,0.9833,0.987,0.9914,0.9944,0.997
478B,Turkish,layer_10,mean,1.6146,1.1207,0.78753,0.9445,0.9659,0.9716,0.9781,0.9824,0.9864,0.9911,0.9942,0.9969
478B,Turkish,layer_11,mean,1.6261,1.1225,0.780708,0.9437,0.9654,0.9712,0.9777,0.982,0.9859,0.9907,0.9939,0.9967
478B,Turkish,layer_12,mean,1.6858,1.1325,0.789517,0.9396,0.962,0.9681,0.9754,0.9803,0.9848,0.99,0.9935,0.9966
478B,Turkish,layer_13,mean,1.9149,1.1721,0.80042,0.9235,0.9501,0.958,0.968,0.9746,0.9806,0.9875,0.992,0.9958
478B,Turkish,layer_14,mean,1.8965,1.1702,0.78587,0.9242,0.952,0.9595,0.9689,0.975,0.9806,0.9873,0.9917,0.9956
478B,Turkish,layer_15,mean,1.964,1.1813,0.790621,0.9199,0.9485,0.9567,0.9669,0.9735,0.9795,0.9866,0.9913,0.9954
478B,Turkish,layer_16,mean,2.1822,1.2211,0.796091,0.9047,0.9396,0.9492,0.9613,0.9689,0.976,0.9844,0.99,0.9947
478B,Turkish,layer_17,mean,2.4248,1.2638,0.805859,0.8891,0.9305,0.9413,0.9552,0.9642,0.9724,0.9823,0.9888,0.9942
478B,Turkish,layer_18,mean,2.6921,1.3082,0.810135,0.8738,0.9199,0.9332,0.9492,0.9597,0.9692,0.9804,0.9877,0.9936
478B,Turkish,layer_19,mean,3.1434,1.3816,0.787127,0.8499,0.9064,0.9223,0.9409,0.9528,0.9635,0.9761,0.9845,0.9918
478B,Turkish,layer_20,mean,4.0367,1.4924,0.754898,0.8175,0.8817,0.9002,0.9222,0.9367,0.95,0.9659,0.9771,0.9875
478B,Turkish,layer_21,mean,5.2279,1.6467,0.733524,0.7776,0.8566,0.8787,0.9054,0.9228,0.9386,0.9576,0.971,0.9837
478B,Turkish,layer_22,mean,7.1324,1.8805,0.733149,0.7265,0.8252,0.8526,0.8841,0.9054,0.9251,0.9485,0.9649,0.9804
478B,Turkish,layer_23,mean,8.9505,2.0903,0.732893,0.688,0.8003,0.8319,0.868,0.8925,0.9152,0.9419,0.9605,0.9779
478B,Turkish,layer_24,mean,12.1209,2.4458,0.746367,0.6344,0.7627,0.8018,0.8449,0.8757,0.9038,0.936,0.9571,0.9762
478B,Turkish,layer_25,mean,17.9666,3.0089,0.758412,0.5702,0.7091,0.7567,0.8105,0.8492,0.8847,0.9244,0.95,0.9726
478B,Turkish,layer_26,mean,26.6693,3.9119,0.770784,0.4964,0.6544,0.7114,0.7764,0.823,0.866,0.9137,0.9439,0.9697
478B,Turkish,layer_27,mean,34.2607,4.8909,0.773935,0.4387,0.618,0.6841,0.7586,0.8106,0.8568,0.9078,0.9399,0.9675
478B,Turkish,layer_28,mean,56.4306,8.8482,0.763079,0.2976,0.5499,0.6332,0.7244,0.7837,0.8342,0.8904,0.9272,0.9601
478B,Turkish,layer_29,mean,52.9001,9.111,0.770295,0.2996,0.5482,0.6457,0.7433,0.8033,0.8518,0.9032,0.9363,0.965
478B,Vietnamese,layer_0,last,218.6129,24.1456,2.077195,0.1957,0.2661,0.3044,0.3834,0.4742,0.5956,0.7913,0.9285,0.9977
478B,Vietnamese,layer_1,last,155.2519,11.5635,1.621159,0.2899,0.357,0.3934,0.4599,0.5307,0.6237,0.7792,0.9007,0.9832
478B,Vietnamese,layer_2,last,75.8912,5.5529,1.386938,0.4221,0.4831,0.5158,0.5673,0.6205,0.6898,0.8067,0.9034,0.9776
478B,Vietnamese,layer_3,last,62.129,4.8028,1.258607,0.4539,0.5234,0.5578,0.6055,0.6511,0.7102,0.811,0.8989,0.972
478B,Vietnamese,layer_4,last,56.0847,4.67,1.205162,0.4588,0.5473,0.5819,0.63,0.6728,0.7263,0.8178,0.8995,0.9701
478B,Vietnamese,layer_5,last,51.3115,4.445,1.162077,0.47,0.565,0.5977,0.6449,0.6853,0.7358,0.822,0.8995,0.9683
478B,Vietnamese,layer_6,last,58.4859,5.0142,1.169679,0.4405,0.5522,0.5851,0.6341,0.6763,0.7285,0.8171,0.8964,0.967
478B,Vietnamese,layer_7,last,71.7348,5.8966,1.14853,0.4042,0.5278,0.5626,0.614,0.6576,0.7116,0.8043,0.8875,0.9625
478B,Vietnamese,layer_8,last,71.0841,5.9137,1.149229,0.4033,0.5329,0.5673,0.6178,0.6603,0.7131,0.8042,0.8866,0.9614
478B,Vietnamese,layer_9,last,84.262,6.7635,1.136284,0.3757,0.5094,0.5473,0.5999,0.6439,0.6981,0.7924,0.8784,0.9573
478B,Vietnamese,layer_10,last,81.7962,6.5522,1.13295,0.3823,0.514,0.5526,0.604,0.647,0.7,0.7933,0.8784,0.9566
478B,Vietnamese,layer_11,last,77.93,6.2097,1.112914,0.3937,0.5216,0.5607,0.612,0.6534,0.7041,0.7936,0.8764,0.9541
478B,Vietnamese,layer_12,last,90.9271,7.0322,1.083255,0.3687,0.5026,0.5426,0.5968,0.6395,0.6909,0.7823,0.8675,0.9486
478B,Vietnamese,layer_13,last,99.3683,7.6688,1.053701,0.3517,0.4921,0.534,0.5905,0.6346,0.686,0.7765,0.8617,0.9443
478B,Vietnamese,layer_14,last,97.8863,7.5338,1.039469,0.3553,0.4934,0.5363,0.594,0.6382,0.6892,0.7779,0.8614,0.9431
478B,Vietnamese,layer_15,last,117.5512,9.3559,1.029711,0.3146,0.4691,0.5157,0.5777,0.6244,0.6772,0.7686,0.8545,0.9392
478B,Vietnamese,layer_16,last,125.6624,10.2604,1.014197,0.2977,0.4593,0.5085,0.5727,0.6211,0.6754,0.7671,0.8525,0.9369
478B,Vietnamese,layer_17,last,85.479,7.8833,1.002794,0.3405,0.5165,0.571,0.6327,0.676,0.723,0.801,0.8731,0.9449
478B,Vietnamese,layer_18,last,36.0474,4.3833,0.996642,0.4632,0.6416,0.6864,0.7323,0.765,0.7998,0.8561,0.9079,0.9597
478B,Vietnamese,layer_19,last,30.1359,3.8743,0.952218,0.4956,0.664,0.7076,0.7506,0.7813,0.8138,0.8653,0.9126,0.9605
478B,Vietnamese,layer_20,last,32.2709,4.1196,0.898452,0.4777,0.6607,0.7046,0.7475,0.7781,0.8102,0.8611,0.9082,0.9567
478B,Vietnamese,layer_21,last,36.9194,4.505,0.851757,0.4548,0.6463,0.6921,0.7368,0.7686,0.8014,0.853,0.901,0.9513
478B,Vietnamese,layer_22,last,37.0586,4.4359,0.841599,0.4606,0.6441,0.6897,0.736,0.7683,0.8017,0.853,0.9003,0.9503
478B,Vietnamese,layer_23,last,42.2722,4.9315,0.831407,0.4337,0.6278,0.6762,0.7248,0.7588,0.7939,0.8471,0.8958,0.9476
478B,Vietnamese,layer_24,last,46.8168,5.285,0.822043,0.4174,0.6138,0.6628,0.7136,0.7499,0.7865,0.8417,0.8918,0.9451
478B,Vietnamese,layer_25,last,56.1994,6.0909,0.809844,0.3839,0.5895,0.6398,0.6938,0.7329,0.7724,0.8313,0.8842,0.9406
478B,Vietnamese,layer_26,last,70.6148,7.3958,0.808444,0.3417,0.5561,0.6106,0.6686,0.7112,0.7545,0.8186,0.8756,0.936
478B,Vietnamese,layer_27,last,83.9963,9.0561,0.800038,0.2962,0.5319,0.5891,0.6533,0.6986,0.7441,0.8108,0.8697,0.9324
478B,Vietnamese,layer_28,last,102.7586,12.273,0.790497,0.2184,0.5044,0.5681,0.6399,0.6867,0.7332,0.8015,0.8625,0.9279
478B,Vietnamese,layer_29,last,49.764,6.4604,0.792112,0.3657,0.6086,0.6669,0.7275,0.7656,0.802,0.8534,0.8983,0.9464
478B,Vietnamese,layer_0,mean,212.4485,24.0461,1.072246,0.182,0.3301,0.3946,0.4877,0.565,0.6512,0.7763,0.8707,0.9494
478B,Vietnamese,layer_1,mean,196.8633,21.1614,0.832745,0.191,0.3602,0.4241,0.513,0.5882,0.6699,0.7818,0.863,0.9332
478B,Vietnamese,layer_2,mean,1.3388,1.0579,0.757093,0.9722,0.9785,0.9807,0.9837,0.9861,0.9887,0.9922,0.9948,0.9972
478B,Vietnamese,layer_3,mean,1.2673,1.0453,0.727405,0.9781,0.983,0.9847,0.9871,0.9889,0.9908,0.9935,0.9956,0.9976
478B,Vietnamese,layer_4,mean,1.2383,1.0404,0.711661,0.9804,0.9849,0.9865,0.9886,0.9902,0.9918,0.9941,0.9959,0.9977
478B,Vietnamese,layer_5,mean,1.2665,1.0459,0.715883,0.9778,0.9831,0.9851,0.9877,0.9895,0.9913,0.9938,0.9957,0.9976
478B,Vietnamese,layer_6,mean,1.268,1.0462,0.711525,0.9777,0.983,0.9851,0.9876,0.9894,0.9912,0.9937,0.9957,0.9976
478B,Vietnamese,layer_7,mean,1.3147,1.0553,0.725358,0.9734,0.9804,0.9828,0.9857,0.988,0.9902,0.9931,0.9953,0.9974
478B,Vietnamese,layer_8,mean,1.3496,1.0623,0.725797,0.9702,0.9787,0.9813,0.9846,0.987,0.9894,0.9926,0.9949,0.9972
478B,Vietnamese,layer_9,mean,1.352,1.063,0.722737,0.9699,0.9788,0.9813,0.9845,0.987,0.9894,0.9925,0.9949,0.9971
478B,Vietnamese,layer_10,mean,1.3727,1.0669,0.725875,0.9681,0.9774,0.9802,0.9838,0.9864,0.9891,0.9924,0.9948,0.9971
478B,Vietnamese,layer_11,mean,1.3726,1.067,0.724071,0.9681,0.9776,0.9803,0.9839,0.9864,0.989,0.9923,0.9947,0.997
478B,Vietnamese,layer_12,mean,1.3993,1.0726,0.73416,0.9655,0.9761,0.9792,0.9831,0.986,0.9887,0.9922,0.9947,0.997
478B,Vietnamese,layer_13,mean,1.5,1.0934,0.744436,0.9563,0.9711,0.9752,0.9801,0.9836,0.9869,0.9911,0.994,0.9967
478B,Vietnamese,layer_14,mean,1.4835,1.0901,0.739937,0.9577,0.9721,0.976,0.9807,0.984,0.9872,0.9911,0.994,0.9967
478B,Vietnamese,layer_15,mean,1.5211,1.0987,0.749773,0.9539,0.9705,0.9748,0.9799,0.9834,0.9868,0.991,0.994,0.9967
478B,Vietnamese,layer_16,mean,1.5944,1.1122,0.760064,0.9481,0.9666,0.9715,0.9774,0.9814,0.9853,0.9901,0.9934,0.9964
478B,Vietnamese,layer_17,mean,1.7312,1.1379,0.777342,0.9373,0.9598,0.9658,0.9729,0.9779,0.9828,0.9887,0.9926,0.996
478B,Vietnamese,layer_18,mean,1.8698,1.1643,0.783517,0.9266,0.9534,0.9611,0.9696,0.9753,0.9807,0.9874,0.9919,0.9957
478B,Vietnamese,layer_19,mean,2.0906,1.2015,0.769349,0.9121,0.9443,0.9532,0.9632,0.9698,0.9761,0.984,0.9895,0.9943
478B,Vietnamese,layer_20,mean,2.5058,1.2661,0.746005,0.8884,0.9286,0.9394,0.9517,0.9596,0.9674,0.9775,0.9849,0.9917
478B,Vietnamese,layer_21,mean,3.0942,1.3613,0.735365,0.8564,0.9108,0.9247,0.9401,0.9502,0.9596,0.9719,0.9809,0.9894
478B,Vietnamese,layer_22,mean,4.1026,1.5157,0.736649,0.8109,0.8863,0.9036,0.924,0.9371,0.9492,0.9647,0.976,0.9867
478B,Vietnamese,layer_23,mean,4.8844,1.6385,0.736844,0.7792,0.8718,0.8911,0.9147,0.9297,0.9435,0.9608,0.9734,0.9852
478B,Vietnamese,layer_24,mean,6.4174,1.8655,0.746761,0.7287,0.8445,0.8682,0.8987,0.9178,0.935,0.9557,0.9703,0.9835
478B,Vietnamese,layer_25,mean,9.0947,2.215,0.754957,0.6663,0.8067,0.8354,0.8747,0.8992,0.9212,0.9468,0.9645,0.9805
478B,Vietnamese,layer_26,mean,13.2824,2.7598,0.764184,0.5927,0.7646,0.7992,0.848,0.8784,0.9056,0.9371,0.9585,0.9774
478B,Vietnamese,layer_27,mean,17.7722,3.3679,0.76365,0.531,0.7298,0.7707,0.8276,0.8627,0.8937,0.9289,0.9528,0.9743
478B,Vietnamese,layer_28,mean,31.3282,5.4544,0.752788,0.3941,0.6625,0.7163,0.7858,0.8279,0.8647,0.9076,0.9379,0.9658
478B,Vietnamese,layer_29,mean,37.0587,6.5859,0.758809,0.3538,0.624,0.698,0.7779,0.8255,0.8645,0.9091,0.9394,0.9666
478B,Japanese,layer_0,last,567.2812,122.1604,1.367372,0.0697,0.1466,0.1907,0.2684,0.3524,0.465,0.6507,0.8058,0.9363
478B,Japanese,layer_1,last,522.4176,48.3012,0.928584,0.1349,0.2023,0.2399,0.3065,0.3785,0.4735,0.6324,0.7707,0.8994
478B,Japanese,layer_2,last,357.1154,19.0272,0.837757,0.2253,0.281,0.3148,0.3718,0.4324,0.5128,0.6496,0.7711,0.8895
478B,Japanese,layer_3,last,337.1894,16.2799,0.784829,0.2445,0.2995,0.3337,0.3886,0.4442,0.5176,0.6437,0.759,0.8768
478B,Japanese,layer_4,last,282.0433,13.1779,0.7565,0.2722,0.331,0.3681,0.4241,0.4759,0.5429,0.6577,0.7636,0.8751
478B,Japanese,layer_5,last,277.4347,13.2012,0.735916,0.2711,0.3389,0.3769,0.4319,0.4833,0.5487,0.6597,0.762,0.8715
478B,Japanese,layer_6,last,301.4733,14.9204,0.726835,0.2538,0.3284,0.3672,0.4236,0.4769,0.5432,0.6548,0.7575,0.8677
478B,Japanese,layer_7,last,339.5784,17.1068,0.707685,0.2356,0.3156,0.3542,0.409,0.4616,0.5278,0.6405,0.7452,0.8589
478B,Japanese,layer_8,last,344.6773,17.2335,0.694417,0.2346,0.3146,0.354,0.4093,0.4614,0.5263,0.6371,0.7411,0.855
478B,Japanese,layer_9,last,379.1455,19.2333,0.682102,0.221,0.3033,0.3418,0.3966,0.4483,0.5133,0.6252,0.731,0.848
478B,Japanese,layer_10,last,373.8721,18.5297,0.676125,0.2257,0.3066,0.3449,0.3989,0.4494,0.5133,0.6245,0.7297,0.8465
478B,Japanese,layer_11,last,392.2057,19.3437,0.661694,0.2205,0.3032,0.3412,0.395,0.4444,0.5065,0.6152,0.7204,0.8395
478B,Japanese,layer_12,last,405.5726,19.6073,0.650525,0.2193,0.2999,0.338,0.39,0.4384,0.4997,0.6087,0.7145,0.8347
478B,Japanese,layer_13,last,445.0309,21.9179,0.638925,0.207,0.2864,0.3251,0.3786,0.4277,0.4888,0.5979,0.7051,0.8276
478B,Japanese,layer_14,last,420.4552,20.3332,0.63311,0.2153,0.2944,0.3356,0.3897,0.4383,0.4981,0.6036,0.7081,0.8284
478B,Japanese,layer_15,last,443.9539,22.0684,0.628303,0.2059,0.2861,0.3271,0.382,0.4318,0.4927,0.5997,0.7048,0.8257
478B,Japanese,layer_16,last,416.3066,20.7212,0.628102,0.213,0.2919,0.3349,0.3924,0.4442,0.5058,0.612,0.7144,0.8309
478B,Japanese,layer_17,last,213.8595,10.102,0.627672,0.3097,0.3945,0.435,0.4882,0.5331,0.5857,0.6756,0.7611,0.8579
478B,Japanese,layer_18,last,40.8284,3.2532,0.630466,0.5529,0.616,0.6426,0.6783,0.7086,0.7428,0.7995,0.8526,0.9122
478B,Japanese,layer_19,last,30.0187,2.828,0.629366,0.5934,0.6534,0.6783,0.7119,0.7404,0.7718,0.8229,0.8698,0.9221
478B,Japanese,layer_20,last,29.7411,2.8251,0.618947,0.5936,0.6559,0.6807,0.7146,0.7428,0.7737,0.8238,0.8696,0.9213
478B,Japanese,layer_21,last,33.7552,3.022,0.61386,0.5736,0.6405,0.6674,0.704,0.734,0.7665,0.8181,0.865,0.918
478B,Japanese,layer_22,last,41.1666,3.3649,0.609815,0.5432,0.6156,0.6458,0.6863,0.7189,0.7536,0.8077,0.8569,0.9125
478B,Japanese,layer_23,last,49.6461,3.7643,0.610313,0.5131,0.5912,0.624,0.669,0.7045,0.7421,0.7992,0.8507,0.9086
478B,Japanese,layer_24,last,58.3072,4.2143,0.611608,0.4842,0.5697,0.6058,0.6557,0.6941,0.7341,0.7934,0.8465,0.9059
478B,Japanese,layer_25,last,71.8151,4.8469,0.613844,0.4508,0.5403,0.5791,0.6342,0.676,0.7197,0.7831,0.8391,0.9015
478B,Japanese,layer_26,last,92.0816,5.8583,0.616952,0.4088,0.5047,0.5476,0.6086,0.6543,0.7023,0.7708,0.8303,0.8962
478B,Japanese,layer_27,last,109.3155,6.9651,0.618714,0.3733,0.4779,0.5268,0.5948,0.644,0.6946,0.7657,0.8265,0.8938
478B,Japanese,layer_28,last,169.6593,11.6298,0.613015,0.2816,0.4136,0.4753,0.5566,0.6105,0.6648,0.7416,0.8078,0.8813
478B,Japanese,layer_29,last,181.7778,20.4979,0.618896,0.1782,0.3982,0.4907,0.5821,0.6358,0.6875,0.7607,0.8222,0.89
478B,Japanese,layer_0,mean,189.7242,28.101,1.200608,0.1484,0.3454,0.4247,0.5155,0.5889,0.6743,0.7991,0.8906,0.962
478B,Japanese,layer_1,mean,133.0736,19.783,0.90793,0.161,0.4182,0.5046,0.5901,0.6568,0.7301,0.8295,0.899,0.9552
478B,Japanese,layer_2,mean,14.5672,2.6929,0.815713,0.6039,0.7458,0.7923,0.8296,0.8569,0.8861,0.925,0.9525,0.9764
478B,Japanese,layer_3,mean,9.7281,2.1676,0.777707,0.676,0.7915,0.832,0.8631,0.8845,0.9068,0.9369,0.9589,0.9786
478B,Japanese,layer_4,mean,8.4859,2.0375,0.761026,0.6978,0.805,0.8449,0.8757,0.8957,0.9156,0.9425,0.962,0.9798
478B,Japanese,layer_5,mean,9.8392,2.2379,0.761588,0.6645,0.7858,0.8312,0.8699,0.8934,0.9149,0.9424,0.962,0.9796
478B,Japanese,layer_6,mean,9.9278,2.2326,0.754935,0.6655,0.785,0.8305,0.868,0.8917,0.9132,0.9408,0.9607,0.9787
478B,Japanese,layer_7,mean,12.5434,2.4969,0.769041,0.6288,0.7506,0.8005,0.8477,0.8781,0.9051,0.9371,0.9587,0.9778
478B,Japanese,layer_8,mean,15.0119,2.7303,0.770631,0.6008,0.7261,0.779,0.832,0.8665,0.8964,0.9315,0.9552,0.9759
478B,Japanese,layer_9,mean,14.2588,2.6002,0.760998,0.6164,0.7343,0.7838,0.8325,0.865,0.8943,0.9294,0.9535,0.9748
478B,Japanese,layer_10,mean,15.3972,2.7206,0.762845,0.6023,0.7237,0.7741,0.8263,0.8613,0.8926,0.929,0.9533,0.9747
478B,Japanese,layer_11,mean,16.1033,2.7663,0.756942,0.5972,0.7183,0.77,0.8222,0.8573,0.8884,0.9252,0.9506,0.9731
478B,Japanese,layer_12,mean,18.2897,2.9803,0.766581,0.5749,0.6982,0.754,0.8114,0.8497,0.8838,0.9234,0.9498,0.9729
478B,Japanese,layer_13,mean,28.4248,4.0076,0.781409,0.4928,0.6345,0.6998,0.7724,0.8223,0.8652,0.9132,0.944,0.9701
478B,Japanese,layer_14,mean,27.4127,3.8608,0.766629,0.5023,0.6448,0.7083,0.776,0.8222,0.8628,0.9095,0.9407,0.968
478B,Japanese,layer_15,mean,29.9066,4.1197,0.773425,0.4857,0.6292,0.6958,0.7686,0.8175,0.86,0.9083,0.9402,0.9679
478B,Japanese,layer_16,mean,37.889,4.9589,0.78002,0.44,0.5956,0.6673,0.7469,0.8003,0.8468,0.9002,0.9354,0.9657
478B,Japanese,layer_17,mean,46.5291,5.853,0.79042,0.4027,0.5629,0.6392,0.725,0.783,0.8337,0.8929,0.9319,0.9643
478B,Japanese,layer_18,mean,48.6164,6.3265,0.798987,0.3849,0.5584,0.6362,0.7228,0.7825,0.8348,0.8945,0.9336,0.9655
478B,Japanese,layer_19,mean,58.1596,7.4753,0.778418,0.3502,0.5337,0.6164,0.708,0.7692,0.8225,0.8835,0.9245,0.9599
478B,Japanese,layer_20,mean,83.2893,9.8595,0.754332,0.3002,0.486,0.5674,0.6629,0.7286,0.7879,0.8562,0.9037,0.9476
478B,Japanese,layer_21,mean,93.8943,11.4753,0.740763,0.2738,0.4668,0.5518,0.6509,0.7199,0.781,0.851,0.8992,0.9439
478B,Japanese,layer_22,mean,93.9268,11.0743,0.746444,0.2812,0.4641,0.5475,0.6458,0.7157,0.779,0.8511,0.9005,0.9451
478B,Japanese,layer_23,mean,95.7938,12.4822,0.750692,0.2588,0.4553,0.5444,0.6485,0.7215,0.7865,0.8576,0.9052,0.9477
478B,Japanese,layer_24,mean,91.1512,12.3924,0.763132,0.2577,0.459,0.5491,0.6533,0.7277,0.7944,0.8661,0.9123,0.9521
478B,Japanese,layer_25,mean,95.9875,13.8357,0.776025,0.2393,0.4471,0.536,0.6465,0.7255,0.7955,0.869,0.9152,0.9543
478B,Japanese,layer_26,mean,110.9701,17.6911,0.788886,0.2003,0.4193,0.5094,0.6277,0.7123,0.7873,0.8664,0.9152,0.955
478B,Japanese,layer_27,mean,112.4048,19.7654,0.790678,0.1796,0.4119,0.5093,0.6313,0.7177,0.7926,0.87,0.9173,0.956
478B,Japanese,layer_28,mean,132.3186,25.6259,0.770572,0.1351,0.3827,0.4915,0.6184,0.7046,0.7781,0.8554,0.9051,0.9484
478B,Japanese,layer_29,mean,74.1325,15.876,0.773946,0.1923,0.4792,0.6066,0.7154,0.7828,0.8382,0.8954,0.9317,0.9626
478B,Finnish,layer_0,last,342.1818,29.8335,1.437599,0.1737,0.2554,0.2887,0.3541,0.4243,0.5202,0.6894,0.8321,0.9468
478B,Finnish,layer_1,last,275.5408,15.8674,1.000574,0.2462,0.3184,0.3531,0.4084,0.4666,0.5444,0.6819,0.804,0.9159
478B,Finnish,layer_2,last,151.6868,7.6593,0.890517,0.359,0.4208,0.451,0.4955,0.542,0.6038,0.7132,0.8131,0.9113
478B,Finnish,layer_3,last,151.5666,7.4769,0.830418,0.3633,0.4293,0.4583,0.5027,0.5476,0.605,0.7062,0.8016,0.9004
478B,Finnish,layer_4,last,130.296,6.8246,0.80329,0.3799,0.4558,0.4853,0.5309,0.5737,0.6277,0.7206,0.8084,0.9014
478B,Finnish,layer_5,last,122.9295,6.7659,0.787382,0.3803,0.4687,0.4979,0.5429,0.5852,0.6382,0.7276,0.8118,0.902
478B,Finnish,layer_6,last,138.4268,7.64,0.782236,0.3562,0.453,0.4836,0.5305,0.5747,0.6302,0.7217,0.8073,0.8991
478B,Finnish,layer_7,last,169.8355,9.052,0.766286,0.3257,0.4257,0.4559,0.5031,0.5494,0.6076,0.7038,0.7936,0.8906
478B,Finnish,layer_8,last,165.9769,8.7679,0.75647,0.3315,0.4292,0.4593,0.5062,0.5522,0.6097,0.7049,0.7936,0.8896
478B,Finnish,layer_9,last,205.7833,10.6934,0.744204,0.2985,0.399,0.4306,0.4799,0.5275,0.587,0.6861,0.7792,0.8809
