checkpoint,language,task,lm_task_name,accuracy,num_fewshot,random_chance,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var,rankme_layer,rankme_aggregation
363B,Chinese,m_mmlu,m_mmlu_zh,0.27041397645271553,5,0.25,177.6636,10.8364,0.741047,0.2925,0.4287,0.4659,0.5242,0.5694,0.6204,0.7073,0.792,0.8867,layer_15,last
373B,Chinese,m_mmlu,m_mmlu_zh,0.2632738321306495,5,0.25,168.5109,10.4466,0.744135,0.2975,0.4373,0.4753,0.5314,0.5757,0.6258,0.7118,0.7955,0.8889,layer_15,last
384B,Chinese,m_mmlu,m_mmlu_zh,0.26623623243448535,5,0.25,231.5154,12.907,0.743786,0.2695,0.3824,0.4213,0.4801,0.5282,0.5835,0.6789,0.7723,0.8765,layer_15,last
394B,Chinese,m_mmlu,m_mmlu_zh,0.26540068363083935,5,0.25,210.1488,12.1389,0.742296,0.2773,0.3977,0.4376,0.4974,0.5448,0.5986,0.6906,0.7804,0.8807,layer_15,last
405B,Chinese,m_mmlu,m_mmlu_zh,0.2645651348271933,5,0.25,220.0197,12.4919,0.744632,0.2738,0.3897,0.4294,0.4893,0.5373,0.5919,0.6856,0.7771,0.8791,layer_15,last
415B,Chinese,m_mmlu,m_mmlu_zh,0.2702620584884163,5,0.25,208.4604,12.0931,0.744321,0.2778,0.3996,0.4393,0.4985,0.5458,0.5995,0.6914,0.7812,0.8813,layer_15,last
426B,Chinese,m_mmlu,m_mmlu_zh,0.26767945309532853,5,0.25,235.9874,13.3701,0.741713,0.2639,0.3812,0.4199,0.4787,0.527,0.5824,0.6779,0.7713,0.8758,layer_15,last
436B,Chinese,m_mmlu,m_mmlu_zh,0.2538549183440942,5,0.25,198.8168,11.835,0.745288,0.28,0.408,0.448,0.5073,0.5536,0.6066,0.6971,0.7853,0.8836,layer_15,last
447B,Chinese,m_mmlu,m_mmlu_zh,0.26578047854158754,5,0.25,230.9036,13.0966,0.744077,0.2669,0.3834,0.4224,0.4817,0.5302,0.5857,0.6808,0.7737,0.8773,layer_15,last
457B,Chinese,m_mmlu,m_mmlu_zh,0.24952525636156475,5,0.25,230.4863,12.9737,0.746357,0.2686,0.3835,0.4225,0.4811,0.5292,0.5848,0.6804,0.7736,0.8774,layer_15,last
