checkpoint,language,task,lm_task_name,accuracy,num_fewshot,random_chance,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var,rankme_layer,rankme_aggregation
step2200000-tokens11432B,Arabic,m_mmlu,m_mmlu_ar,0.4622524752475248,5,0.25,148.7435,14.0618,0.890709,0.2278,0.425,0.4782,0.5488,0.6105,0.6814,0.7811,0.8582,0.9309,layer_21,last
step2250000-tokens11852B,Arabic,m_mmlu,m_mmlu_ar,0.4681311881188119,5,0.25,156.3859,14.8372,0.896323,0.2201,0.4178,0.4714,0.5417,0.6043,0.6757,0.7765,0.855,0.9295,layer_21,last
step2300000-tokens12272B,Arabic,m_mmlu,m_mmlu_ar,0.49288366336633666,5,0.25,167.1945,16.4778,0.884363,0.1935,0.4111,0.4644,0.5341,0.5966,0.6688,0.7711,0.851,0.9271,layer_21,last
step2350000-tokens12692B,Arabic,m_mmlu,m_mmlu_ar,0.5030167079207921,5,0.25,167.4359,15.9838,0.886983,0.208,0.4075,0.4613,0.5327,0.5957,0.6683,0.7709,0.8511,0.9272,layer_21,last
step2400000-tokens13112B,Arabic,m_mmlu,m_mmlu_ar,0.5043316831683168,5,0.25,153.8544,14.5643,0.883036,0.218,0.4208,0.4732,0.545,0.6065,0.6767,0.7763,0.8543,0.9285,layer_21,last
step2450000-tokens13532B,Arabic,m_mmlu,m_mmlu_ar,0.5035581683168316,5,0.25,221.1751,25.1252,0.869905,0.1518,0.3576,0.4202,0.5038,0.572,0.6487,0.7576,0.8421,0.9221,layer_21,last
step2500000-tokens13952B,Arabic,m_mmlu,m_mmlu_ar,0.513072400990099,5,0.25,223.8004,24.6392,0.873615,0.1613,0.3545,0.4159,0.4986,0.5685,0.6464,0.7561,0.8413,0.9219,layer_21,last
step2550000-tokens14372B,Arabic,m_mmlu,m_mmlu_ar,0.518177599009901,5,0.25,239.1153,27.4158,0.877187,0.1526,0.34,0.4029,0.4889,0.5608,0.6412,0.7532,0.8398,0.9213,layer_21,last
step2600000-tokens14792B,Arabic,m_mmlu,m_mmlu_ar,0.5146194306930693,5,0.25,220.6181,25.4183,0.874041,0.1575,0.3526,0.4175,0.5044,0.5738,0.6524,0.7617,0.8456,0.9241,layer_21,last
step2627139-tokens15T,Arabic,m_mmlu,m_mmlu_ar,0.5143873762376238,5,0.25,220.0771,25.2649,0.875789,0.1622,0.3521,0.4176,0.5048,0.5746,0.6536,0.7627,0.8463,0.9245,layer_21,last
step50000-tokens210B,Chinese,m_mmlu,m_mmlu_zh,0.27086973034561335,5,0.25,387.2331,36.7263,0.723344,0.1369,0.2812,0.3393,0.42,0.4877,0.5601,0.671,0.7695,0.8725,layer_21,last
step100000-tokens420B,Chinese,m_mmlu,m_mmlu_zh,0.23987846562856058,5,0.25,250.3523,23.2845,0.743704,0.1711,0.3576,0.4194,0.4932,0.5543,0.6196,0.7193,0.8059,0.8945,layer_21,last
step150000-tokens630B,Chinese,m_mmlu,m_mmlu_zh,0.3428028864413217,5,0.25,212.7703,20.2921,0.750716,0.1799,0.3864,0.448,0.52,0.5787,0.6404,0.7354,0.8177,0.9015,layer_21,last
step200000-tokens840B,Chinese,m_mmlu,m_mmlu_zh,0.35495632358526397,5,0.25,230.7219,21.3149,0.754037,0.1788,0.3719,0.4326,0.5047,0.5646,0.628,0.7261,0.8116,0.8986,layer_21,last
step250000-tokens1050B,Chinese,m_mmlu,m_mmlu_zh,0.3490315229775921,5,0.25,273.5591,27.0443,0.756989,0.1469,0.3403,0.4054,0.4802,0.5417,0.6077,0.7113,0.8018,0.8937,layer_21,last
step300000-tokens1260B,Chinese,m_mmlu,m_mmlu_zh,0.3900493733383973,5,0.25,296.1998,29.1037,0.761486,0.1502,0.3252,0.3897,0.4663,0.5296,0.5969,0.7036,0.797,0.8916,layer_21,last
step350000-tokens1470B,Chinese,m_mmlu,m_mmlu_zh,0.3872388909988606,5,0.25,305.0254,31.4342,0.761244,0.1434,0.3187,0.3859,0.4629,0.5278,0.5962,0.7037,0.7973,0.8917,layer_21,last
step400000-tokens1680B,Chinese,m_mmlu,m_mmlu_zh,0.41496391948347894,5,0.25,348.4119,36.0756,0.764141,0.1331,0.2938,0.3587,0.4375,0.5044,0.5759,0.6889,0.7874,0.8868,layer_21,last
step450000-tokens1890B,Chinese,m_mmlu,m_mmlu_zh,0.416635017090771,5,0.25,354.3487,37.2279,0.76378,0.1287,0.2898,0.3568,0.4356,0.5023,0.5736,0.6865,0.7854,0.8858,layer_21,last
step500000-tokens2100B,Chinese,m_mmlu,m_mmlu_zh,0.42377516141283705,5,0.25,376.5125,40.3232,0.765502,0.1208,0.278,0.3434,0.4236,0.4919,0.5647,0.6804,0.7816,0.8839,layer_21,last
step550000-tokens2310B,Chinese,m_mmlu,m_mmlu_zh,0.42992783896695785,5,0.25,373.3926,39.8105,0.769008,0.1235,0.2803,0.3452,0.4255,0.493,0.5652,0.6808,0.7821,0.8846,layer_21,last
step600000-tokens2520B,Chinese,m_mmlu,m_mmlu_zh,0.44063805545005696,5,0.25,399.3028,43.2607,0.764077,0.1203,0.269,0.3332,0.4135,0.4822,0.5556,0.6729,0.7765,0.8812,layer_21,last
step650000-tokens2730B,Chinese,m_mmlu,m_mmlu_zh,0.44276490695024684,5,0.25,393.3533,40.9345,0.766719,0.1275,0.2708,0.3335,0.4151,0.4827,0.5559,0.6738,0.7774,0.882,layer_21,last
step700000-tokens2940B,Chinese,m_mmlu,m_mmlu_zh,0.4441321686289404,5,0.25,402.1813,41.5149,0.771074,0.1295,0.2654,0.3297,0.4098,0.4781,0.5516,0.6708,0.7757,0.8816,layer_21,last
step750000-tokens3150B,Chinese,m_mmlu,m_mmlu_zh,0.4412457273072541,5,0.25,406.7928,41.9167,0.76915,0.1297,0.2626,0.3262,0.4074,0.4761,0.5505,0.67,0.775,0.8812,layer_21,last
step800000-tokens3360B,Chinese,m_mmlu,m_mmlu_zh,0.46350170907709837,5,0.25,390.6626,39.6425,0.768217,0.1335,0.2737,0.335,0.4145,0.4823,0.5556,0.6739,0.7778,0.8826,layer_21,last
step850000-tokens3570B,Chinese,m_mmlu,m_mmlu_zh,0.45400683630839345,5,0.25,408.1576,42.3566,0.771268,0.1278,0.2643,0.3254,0.4062,0.4746,0.5495,0.6697,0.7752,0.8814,layer_21,last
step900000-tokens3780B,Chinese,m_mmlu,m_mmlu_zh,0.4515001898974554,5,0.25,413.2297,45.9587,0.772802,0.12,0.2614,0.3235,0.4078,0.4764,0.5512,0.6711,0.7763,0.8822,layer_21,last
step950000-tokens3990B,Chinese,m_mmlu,m_mmlu_zh,0.4385112039498671,5,0.25,407.6072,42.9023,0.772106,0.1257,0.2635,0.3254,0.4068,0.4757,0.5501,0.6701,0.7756,0.8818,layer_21,last
step1000000-tokens4200B,Chinese,m_mmlu,m_mmlu_zh,0.4530953285225978,5,0.25,404.6933,42.1894,0.772364,0.1272,0.2652,0.3279,0.408,0.476,0.5505,0.6702,0.7758,0.8819,layer_21,last
step1194000-tokens5014B,Chinese,m_mmlu,m_mmlu_zh,0.4515001898974554,5,0.25,407.594,41.5889,0.776253,0.1293,0.2653,0.3261,0.4053,0.4717,0.5464,0.6677,0.7745,0.8818,layer_21,last
step1432000-tokens6014B,Chinese,m_mmlu,m_mmlu_zh,0.4644891758450437,5,0.25,421.7116,44.0269,0.776945,0.1267,0.2559,0.3171,0.3993,0.4679,0.5434,0.6659,0.7736,0.8814,layer_21,last
step1670000-tokens7014B,Chinese,m_mmlu,m_mmlu_zh,0.4641093809342955,5,0.25,429.3254,45.1926,0.776811,0.1239,0.2557,0.3154,0.3955,0.4632,0.5392,0.6626,0.7717,0.8806,layer_21,last
step1678000-tokens7047B,Chinese,m_mmlu,m_mmlu_zh,0.47831371059627803,5,0.25,396.0758,39.7196,0.780036,0.1348,0.2691,0.328,0.4093,0.4772,0.5516,0.6722,0.7786,0.8844,layer_21,last
step1700000-tokens7232B,Chinese,m_mmlu,m_mmlu_zh,0.4891758450436764,5,0.25,407.0235,44.0809,0.78529,0.1242,0.2599,0.3237,0.4075,0.4755,0.5503,0.6721,0.779,0.8852,layer_21,last
step1750000-tokens7652B,Chinese,m_mmlu,m_mmlu_zh,0.4948727687048994,5,0.25,406.1813,44.2672,0.782695,0.1236,0.2615,0.3225,0.4066,0.4762,0.5522,0.6743,0.7806,0.8857,layer_21,last
step1800000-tokens8072B,Chinese,m_mmlu,m_mmlu_zh,0.4935814660083555,5,0.25,413.2469,42.2506,0.785713,0.1302,0.2591,0.3186,0.4005,0.4685,0.5447,0.668,0.7765,0.884,layer_21,last
step1850000-tokens8492B,Chinese,m_mmlu,m_mmlu_zh,0.4961640714014432,5,0.25,410.0551,42.8753,0.78573,0.1289,0.2591,0.3193,0.4027,0.4716,0.548,0.6711,0.7789,0.8853,layer_21,last
step1900000-tokens8912B,Chinese,m_mmlu,m_mmlu_zh,0.48963159893657426,5,0.25,396.126,39.7551,0.786052,0.1348,0.2688,0.3283,0.4086,0.475,0.5499,0.6719,0.7792,0.8855,layer_21,last
step1950000-tokens9332B,Chinese,m_mmlu,m_mmlu_zh,0.48363083934675277,5,0.25,407.5233,43.9749,0.781842,0.1237,0.2625,0.3239,0.4056,0.4737,0.5498,0.6724,0.7794,0.8852,layer_21,last
step2000000-tokens9752B,Chinese,m_mmlu,m_mmlu_zh,0.5001139384732245,5,0.25,411.6254,44.5048,0.785267,0.1224,0.2608,0.321,0.4031,0.471,0.5473,0.6706,0.7788,0.8854,layer_21,last
step2050000-tokens10172B,Chinese,m_mmlu,m_mmlu_zh,0.5043676414736042,5,0.25,406.4812,43.1275,0.786169,0.1259,0.263,0.3216,0.4042,0.4726,0.5489,0.6719,0.7797,0.886,layer_21,last
step2100000-tokens10592B,Chinese,m_mmlu,m_mmlu_zh,0.5133308013672617,5,0.25,439.2048,48.356,0.784557,0.1192,0.2473,0.3057,0.3899,0.4601,0.5383,0.6642,0.7742,0.8829,layer_21,last
step2150000-tokens11012B,Chinese,m_mmlu,m_mmlu_zh,0.50315229775921,5,0.25,426.0333,43.8977,0.789661,0.1283,0.2533,0.3116,0.3934,0.4608,0.5381,0.6645,0.7754,0.8842,layer_21,last
step2200000-tokens11432B,Chinese,m_mmlu,m_mmlu_zh,0.5045195594379035,5,0.25,405.2877,44.3073,0.787188,0.1223,0.2631,0.3225,0.4056,0.4747,0.5513,0.6742,0.7815,0.887,layer_21,last
step2250000-tokens11852B,Chinese,m_mmlu,m_mmlu_zh,0.5123433345993164,5,0.25,406.1192,41.728,0.787936,0.1316,0.2628,0.3222,0.4038,0.4716,0.5477,0.6709,0.779,0.8857,layer_21,last
step2300000-tokens12272B,Chinese,m_mmlu,m_mmlu_zh,0.536422331940752,5,0.25,404.0962,42.2638,0.787342,0.1306,0.2617,0.3218,0.4039,0.4732,0.5506,0.6742,0.7815,0.8869,layer_21,last
step2350000-tokens12692B,Chinese,m_mmlu,m_mmlu_zh,0.5478161792631979,5,0.25,422.6043,44.2141,0.787548,0.1283,0.2528,0.3128,0.396,0.4647,0.5423,0.6677,0.7774,0.8849,layer_21,last
