predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer_collapse,ckpt_collapse
min_rankme,accuracy_majority,0,per_ckpt,436B,72,0.1901,0.2817,0.1733,0.3367,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,447B,72,0.1901,0.2817,0.1732,0.3377,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,457B,72,0.1901,0.2817,0.1728,0.3377,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,468B,72,0.1901,0.2817,0.1725,0.3417,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,478B,72,0.1901,0.2817,0.1723,0.3427,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,489B,72,0.1901,0.2817,0.172,0.3447,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,499B,72,0.1901,0.2817,0.1719,0.3447,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,510B,72,0.1901,0.2817,0.1716,0.3467,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,520B,72,0.1901,0.2817,0.1715,0.3467,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,531B,72,0.1901,0.2817,0.1714,0.3467,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,541B,72,0.1901,0.2817,0.1712,0.3477,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,552B,72,0.1901,0.2817,0.171,0.3477,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,562B,72,0.1901,0.2817,0.1709,0.3477,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,573B,72,0.1901,0.2817,0.1707,0.3487,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,583B,72,0.1901,0.2817,0.1706,0.3487,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,593B,72,0.1901,0.2817,0.1705,0.3487,average_rankme,average_rankme
min_rankme,accuracy_majority,0,per_ckpt,main,72,0.1901,0.2817,0.1704,0.3497,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,10B,72,0.0775,0.7473,0.1485,0.2947,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,21B,72,0.1029,0.6593,0.1474,0.2997,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,31B,72,0.1029,0.6593,0.1452,0.3057,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,42B,72,0.1029,0.6593,0.1424,0.3137,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,52B,72,0.1029,0.6593,0.1415,0.3207,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,63B,72,0.1029,0.6593,0.1406,0.3247,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,73B,72,0.1029,0.6593,0.1395,0.3297,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,84B,72,0.1029,0.6593,0.1389,0.3307,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,94B,72,0.0775,0.7473,0.1319,0.3556,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,105B,72,0.0775,0.7473,0.1315,0.3566,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,115B,72,0.0775,0.7473,0.1316,0.3566,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,126B,72,0.0775,0.7473,0.132,0.3556,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,136B,72,0.0775,0.7473,0.1309,0.3586,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,147B,72,0.0775,0.7473,0.1305,0.3606,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,157B,72,0.0775,0.7473,0.1305,0.3606,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,168B,72,0.0775,0.7473,0.1306,0.3606,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,178B,72,0.0775,0.7473,0.1308,0.3626,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,189B,72,0.0775,0.7473,0.13,0.3616,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,199B,72,0.0775,0.7473,0.1301,0.3616,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,210B,72,0.0775,0.7473,0.1301,0.3626,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,220B,72,0.0775,0.7473,0.13,0.3666,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,231B,72,0.0775,0.7473,0.1296,0.3716,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,241B,72,0.0775,0.7473,0.1294,0.3736,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,252B,72,0.0775,0.7473,0.1294,0.3736,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,262B,72,0.0775,0.7473,0.1297,0.3716,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,273B,72,0.0775,0.7473,0.1295,0.3716,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,283B,72,0.0775,0.7473,0.1293,0.3736,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,294B,72,0.0775,0.7473,0.1297,0.3716,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,304B,72,0.0775,0.7473,0.1295,0.3736,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,315B,72,0.0775,0.7473,0.1295,0.3726,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,325B,72,0.0775,0.7473,0.1291,0.3746,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,334B,72,0.0775,0.7473,0.129,0.3746,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,342B,72,0.0775,0.7473,0.1289,0.3756,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,352B,72,0.0775,0.7473,0.1285,0.3796,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,363B,72,0.0775,0.7473,0.1279,0.3826,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,373B,72,0.0775,0.7473,0.1274,0.3826,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,384B,72,0.0775,0.7473,0.1272,0.3846,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,394B,72,0.0775,0.7473,0.1268,0.3866,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,405B,72,0.0775,0.7473,0.1263,0.3896,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,415B,72,0.0775,0.7473,0.1259,0.3906,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,426B,72,0.0775,0.7473,0.1256,0.3916,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,436B,72,0.0775,0.7473,0.1254,0.3936,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,447B,72,0.0775,0.7473,0.1253,0.3946,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,457B,72,0.0775,0.7473,0.125,0.3966,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,468B,72,0.0775,0.7473,0.1248,0.3976,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,478B,72,0.0775,0.7473,0.1247,0.3976,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,489B,72,0.0775,0.7473,0.1244,0.3976,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,499B,72,0.0775,0.7473,0.1243,0.3986,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,510B,72,0.0775,0.7473,0.1241,0.4006,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,520B,72,0.0775,0.7473,0.1238,0.4006,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,531B,72,0.0775,0.7473,0.1237,0.4016,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,541B,72,0.0775,0.7473,0.1236,0.4016,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,552B,72,0.0775,0.7473,0.1233,0.4046,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,562B,72,0.0775,0.7473,0.1233,0.4056,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,573B,72,0.0775,0.7473,0.1231,0.4056,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,583B,72,0.0775,0.7473,0.123,0.4056,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,593B,72,0.0775,0.7473,0.1228,0.4076,average_rankme,average_rankme
min_rankme,overall_score,0,per_ckpt,main,72,0.0775,0.7473,0.1227,0.4076,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,10B,72,0.0398,0.8721,0.0034,0.97,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,21B,72,0.0631,0.7782,0.0023,0.984,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,31B,72,0.0631,0.7782,0.0018,0.987,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,42B,72,0.0631,0.7782,0.0012,0.984,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,52B,72,0.0631,0.7782,0.0011,0.986,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,63B,72,0.0631,0.7782,0.0008,0.989,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,73B,72,0.0631,0.7782,0.001,0.993,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,84B,72,0.0631,0.7782,0.0007,0.996,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,94B,72,0.0398,0.8721,-0.0039,0.966,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,105B,72,0.0398,0.8721,-0.0036,0.973,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,115B,72,0.0398,0.8721,-0.0035,0.973,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,126B,72,0.0398,0.8721,-0.0032,0.975,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,136B,72,0.0398,0.8721,-0.004,0.969,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,147B,72,0.0398,0.8721,-0.0038,0.97,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,157B,72,0.0398,0.8721,-0.0034,0.973,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,168B,72,0.0398,0.8721,-0.0032,0.974,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,178B,72,0.0398,0.8721,-0.003,0.977,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,189B,72,0.0398,0.8721,-0.003,0.978,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,199B,72,0.0398,0.8721,-0.0027,0.98,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,210B,72,0.0398,0.8721,-0.0022,0.984,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,220B,72,0.0398,0.8721,-0.0017,0.985,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,231B,72,0.0398,0.8721,-0.0017,0.984,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,241B,72,0.0398,0.8721,-0.0015,0.986,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,252B,72,0.0398,0.8721,-0.0014,0.986,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,262B,72,0.0398,0.8721,-0.0012,0.987,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,273B,72,0.0398,0.8721,-0.0014,0.986,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,283B,72,0.0398,0.8721,-0.0015,0.985,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,294B,72,0.0398,0.8721,-0.001,0.988,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,304B,72,0.0398,0.8721,-0.0009,0.99,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,315B,72,0.0398,0.8721,-0.001,0.989,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,325B,72,0.0398,0.8721,-0.0011,0.989,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,334B,72,0.0398,0.8721,-0.0011,0.988,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,342B,72,0.0398,0.8721,-0.0011,0.988,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,352B,72,0.0398,0.8721,-0.0012,0.987,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,363B,72,0.0398,0.8721,-0.0014,0.983,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,373B,72,0.0398,0.8721,-0.0015,0.981,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,384B,72,0.0398,0.8721,-0.0017,0.981,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,394B,72,0.0398,0.8721,-0.0018,0.98,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,405B,72,0.0398,0.8721,-0.002,0.979,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,415B,72,0.0398,0.8721,-0.0021,0.975,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,426B,72,0.0398,0.8721,-0.0024,0.975,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,436B,72,0.0398,0.8721,-0.0025,0.974,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,447B,72,0.0398,0.8721,-0.0026,0.974,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,457B,72,0.0398,0.8721,-0.0028,0.971,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,468B,72,0.0398,0.8721,-0.003,0.971,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,478B,72,0.0398,0.8721,-0.003,0.971,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,489B,72,0.0398,0.8721,-0.0031,0.971,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,499B,72,0.0398,0.8721,-0.0032,0.971,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,510B,72,0.0398,0.8721,-0.0033,0.97,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,520B,72,0.0398,0.8721,-0.0035,0.967,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,531B,72,0.0398,0.8721,-0.0036,0.967,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,541B,72,0.0398,0.8721,-0.0037,0.966,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,552B,72,0.0398,0.8721,-0.0038,0.965,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,562B,72,0.0398,0.8721,-0.0038,0.964,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,573B,72,0.0398,0.8721,-0.0039,0.964,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,583B,72,0.0398,0.8721,-0.004,0.964,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,593B,72,0.0398,0.8721,-0.0041,0.963,average_rankme,average_rankme
min_rankme,transfer_score,0,per_ckpt,main,72,0.0398,0.8721,-0.0042,0.961,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,10B,72,0.1613,0.5025,0.2572,0.2747,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,21B,72,0.1983,0.3896,0.2536,0.2787,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,31B,72,0.1983,0.3896,0.2483,0.2867,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,42B,72,0.1983,0.3896,0.2424,0.2987,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,52B,72,0.1983,0.3896,0.2415,0.2997,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,63B,72,0.1983,0.3896,0.2404,0.3037,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,73B,72,0.1983,0.3896,0.2383,0.3097,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,84B,72,0.1983,0.3896,0.2376,0.3137,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,94B,72,0.1613,0.5025,0.2146,0.3686,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,105B,72,0.1613,0.5025,0.2154,0.3676,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,115B,72,0.1613,0.5025,0.2168,0.3656,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,126B,72,0.1613,0.5025,0.2184,0.3626,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,136B,72,0.1613,0.5025,0.2179,0.3646,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,147B,72,0.1613,0.5025,0.2185,0.3656,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,157B,72,0.1613,0.5025,0.2199,0.3626,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,168B,72,0.1613,0.5025,0.2211,0.3616,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,178B,72,0.1613,0.5025,0.2225,0.3566,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,189B,72,0.1613,0.5025,0.2221,0.3576,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,199B,72,0.1613,0.5025,0.2232,0.3536,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,210B,72,0.1613,0.5025,0.2237,0.3526,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,220B,72,0.1613,0.5025,0.2245,0.3526,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,231B,72,0.1613,0.5025,0.2248,0.3516,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,241B,72,0.1613,0.5025,0.2253,0.3497,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,252B,72,0.1613,0.5025,0.2257,0.3487,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,262B,72,0.1613,0.5025,0.2263,0.3457,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,273B,72,0.1613,0.5025,0.2264,0.3447,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,283B,72,0.1613,0.5025,0.2264,0.3467,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,294B,72,0.1613,0.5025,0.2275,0.3447,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,304B,72,0.1613,0.5025,0.2275,0.3447,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,315B,72,0.1613,0.5025,0.2278,0.3447,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,325B,72,0.1613,0.5025,0.2275,0.3447,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,334B,72,0.1613,0.5025,0.2274,0.3447,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,342B,72,0.1613,0.5025,0.2275,0.3447,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,352B,72,0.1613,0.5025,0.2272,0.3457,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,363B,72,0.1613,0.5025,0.2266,0.3457,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,373B,72,0.1613,0.5025,0.2262,0.3477,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,384B,72,0.1613,0.5025,0.2262,0.3487,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,394B,72,0.1613,0.5025,0.2258,0.3487,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,405B,72,0.1613,0.5025,0.2255,0.3497,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,415B,72,0.1613,0.5025,0.2251,0.3516,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,426B,72,0.1613,0.5025,0.2248,0.3516,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,436B,72,0.1613,0.5025,0.2246,0.3546,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,447B,72,0.1613,0.5025,0.2247,0.3546,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,457B,72,0.1613,0.5025,0.2245,0.3546,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,468B,72,0.1613,0.5025,0.2246,0.3546,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,478B,72,0.1613,0.5025,0.2247,0.3546,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,489B,72,0.1613,0.5025,0.2245,0.3566,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,499B,72,0.1613,0.5025,0.2244,0.3576,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,510B,72,0.1613,0.5025,0.2242,0.3576,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,520B,72,0.1613,0.5025,0.2239,0.3576,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,531B,72,0.1613,0.5025,0.2238,0.3586,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,541B,72,0.1613,0.5025,0.2236,0.3586,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,552B,72,0.1613,0.5025,0.2234,0.3606,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,562B,72,0.1613,0.5025,0.2235,0.3606,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,573B,72,0.1613,0.5025,0.2234,0.3606,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,583B,72,0.1613,0.5025,0.2232,0.3616,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,593B,72,0.1613,0.5025,0.2231,0.3616,average_rankme,average_rankme
min_rankme,transfer_score_str,0,per_ckpt,main,72,0.1613,0.5025,0.2229,0.3616,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,10B,72,0.124,0.6753,0.2606,0.4006,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,21B,72,0.1635,0.5714,0.2524,0.4146,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,31B,72,0.1635,0.5714,0.245,0.4236,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,42B,72,0.1635,0.5714,0.2372,0.4336,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,52B,72,0.1635,0.5714,0.2349,0.4376,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,63B,72,0.1635,0.5714,0.2331,0.4416,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,73B,72,0.1635,0.5714,0.2295,0.4476,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,84B,72,0.1635,0.5714,0.2283,0.4486,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,94B,72,0.124,0.6753,0.2008,0.5135,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,105B,72,0.124,0.6753,0.2003,0.5115,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,115B,72,0.124,0.6753,0.2021,0.5115,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,126B,72,0.124,0.6753,0.2041,0.5055,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,136B,72,0.124,0.6753,0.2034,0.5075,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,147B,72,0.124,0.6753,0.2035,0.5045,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,157B,72,0.124,0.6753,0.2048,0.5055,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,168B,72,0.124,0.6753,0.2062,0.4985,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,178B,72,0.124,0.6753,0.2077,0.4965,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,189B,72,0.124,0.6753,0.2065,0.4975,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,199B,72,0.124,0.6753,0.2075,0.4955,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,210B,72,0.124,0.6753,0.2074,0.4955,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,220B,72,0.124,0.6753,0.2076,0.4945,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,231B,72,0.124,0.6753,0.2075,0.4945,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,241B,72,0.124,0.6753,0.2077,0.4955,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,252B,72,0.124,0.6753,0.2083,0.4945,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,262B,72,0.124,0.6753,0.2092,0.4885,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,273B,72,0.124,0.6753,0.2094,0.4905,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,283B,72,0.124,0.6753,0.2091,0.4915,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,294B,72,0.124,0.6753,0.2103,0.4855,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,304B,72,0.124,0.6753,0.2101,0.4865,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,315B,72,0.124,0.6753,0.2107,0.4845,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,325B,72,0.124,0.6753,0.2102,0.4855,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,334B,72,0.124,0.6753,0.21,0.4865,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,342B,72,0.124,0.6753,0.2099,0.4875,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,352B,72,0.124,0.6753,0.2091,0.4905,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,363B,72,0.124,0.6753,0.2081,0.4935,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,373B,72,0.124,0.6753,0.2072,0.4975,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,384B,72,0.124,0.6753,0.2073,0.4975,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,394B,72,0.124,0.6753,0.2067,0.4995,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,405B,72,0.124,0.6753,0.2063,0.5005,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,415B,72,0.124,0.6753,0.2057,0.5025,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,426B,72,0.124,0.6753,0.2056,0.5035,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,436B,72,0.124,0.6753,0.2052,0.5045,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,447B,72,0.124,0.6753,0.2054,0.5045,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,457B,72,0.124,0.6753,0.2053,0.5065,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,468B,72,0.124,0.6753,0.2055,0.5065,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,478B,72,0.124,0.6753,0.2056,0.5055,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,489B,72,0.124,0.6753,0.2053,0.5075,average_rankme,average_rankme
min_rankme,overall_score_str,0,per_ckpt,499B,72,0.124,0.6753,0.2052,0.5075,average_rankme,average_rankme
