predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer
recovery_abs_diff,transfer_margin_str,0,pooled,,72,0.0495,0.6798,0.0417,0.7282,layer_29
recovery_abs_diff,overall_margin_str,0,pooled,,72,-0.0622,0.6037,-0.1038,0.3856,layer_29
recovery_abs_diff,accuracy_gpt-5-mini,0,pooled,,72,-0.1977,0.096,-0.1793,0.1319,layer_29
recovery_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,-0.0104,0.931,-0.039,0.7452,layer_29
recovery_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.13,0.2763,-0.1122,0.348,layer_29
recovery_signed_diff,accuracy_majority,0,pooled,,72,-0.1038,0.3853,-0.0979,0.4131,layer_29
recovery_signed_diff,overall_score,0,pooled,,72,0.0091,0.9394,0.0281,0.8144,layer_29
recovery_signed_diff,transfer_score,0,pooled,,72,0.0007,0.9951,-0.0011,0.9926,layer_29
recovery_signed_diff,transfer_score_str,0,pooled,,72,-0.0192,0.8728,-0.0129,0.9146,layer_29
recovery_signed_diff,overall_score_str,0,pooled,,72,-0.1427,0.2317,-0.1396,0.2422,layer_29
recovery_signed_diff,transfer_margin_str,0,pooled,,72,0.3828,0.0009,0.4142,0.0003,layer_29
recovery_signed_diff,overall_margin_str,0,pooled,,72,0.1229,0.3036,0.1342,0.2612,layer_29
recovery_signed_diff,accuracy_gpt-5-mini,0,pooled,,72,0.0258,0.83,0.0396,0.741,layer_29
recovery_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,-0.1366,0.2526,-0.1147,0.3376,layer_29
recovery_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.0372,0.7561,-0.0021,0.9862,layer_29
recovery_min,accuracy_majority,0,pooled,,72,0.1281,0.2834,0.1495,0.2099,layer_29
recovery_min,overall_score,0,pooled,,72,0.0508,0.6718,0.117,0.3276,layer_29
recovery_min,transfer_score,0,pooled,,72,0.0498,0.6778,0.1038,0.3856,layer_29
recovery_min,transfer_score_str,0,pooled,,72,-0.0606,0.6133,0.0458,0.7023,layer_29
recovery_min,overall_score_str,0,pooled,,72,-0.1193,0.3183,-0.0298,0.8037,layer_29
recovery_min,transfer_margin_str,0,pooled,,72,0.2402,0.0421,0.3556,0.0022,layer_29
recovery_min,overall_margin_str,0,pooled,,72,0.0708,0.5546,0.1717,0.1493,layer_29
recovery_min,accuracy_gpt-5-mini,0,pooled,,72,0.1391,0.2438,0.1898,0.1102,layer_29
recovery_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,0.0474,0.6927,0.1144,0.3386,layer_29
recovery_min,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,0.064,0.5934,0.1056,0.3774,layer_29
recovery_max,accuracy_majority,0,pooled,,72,-0.0331,0.7824,-0.0024,0.984,layer_29
recovery_max,overall_score,0,pooled,,72,-0.044,0.7134,-0.0037,0.9756,layer_29
recovery_max,transfer_score,0,pooled,,72,-0.0438,0.7148,-0.0103,0.9316,layer_29
recovery_max,transfer_score_str,0,pooled,,72,-0.1689,0.156,-0.1008,0.3993,layer_29
recovery_max,overall_score_str,0,pooled,,72,-0.276,0.019,-0.1634,0.1702,layer_29
recovery_max,transfer_margin_str,0,pooled,,72,0.4014,0.0005,0.4192,0.0002,layer_29
recovery_max,overall_margin_str,0,pooled,,72,-0.0004,0.9972,0.0693,0.5627,layer_29
recovery_max,accuracy_gpt-5-mini,0,pooled,,72,-0.0376,0.754,0.0074,0.9505,layer_29
recovery_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,0.0457,0.7029,0.0786,0.5114,layer_29
recovery_max,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.0637,0.5951,-0.0093,0.9383,layer_29
recovery_norm_asym,accuracy_majority,0,pooled,,72,-0.0825,0.4907,-0.0754,0.5288,layer_29
recovery_norm_asym,overall_score,0,pooled,,72,0.0293,0.8071,0.0604,0.614,layer_29
recovery_norm_asym,transfer_score,0,pooled,,72,0.0208,0.8625,0.0275,0.8188,layer_29
recovery_norm_asym,transfer_score_str,0,pooled,,72,-0.0014,0.9904,-0.0029,0.9809,layer_29
recovery_norm_asym,overall_score_str,0,pooled,,72,-0.1256,0.2932,-0.1191,0.3192,layer_29
recovery_norm_asym,transfer_margin_str,0,pooled,,72,0.375,0.0012,0.3853,0.0008,layer_29
recovery_norm_asym,overall_margin_str,0,pooled,,72,0.1261,0.291,0.1413,0.2365,layer_29
recovery_norm_asym,accuracy_gpt-5-mini,0,pooled,,72,0.0468,0.6961,0.0617,0.6067,layer_29
recovery_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,-0.1168,0.3286,-0.0914,0.4451,layer_29
recovery_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.0153,0.8982,0.0192,0.873,layer_29
recovery_abs_ratio,accuracy_majority,0,pooled,,72,-0.1364,0.2533,-0.1572,0.1871,layer_29
recovery_abs_ratio,overall_score,0,pooled,,72,-0.1101,0.3573,-0.1032,0.3884,layer_29
recovery_abs_ratio,transfer_score,0,pooled,,72,-0.1169,0.3282,-0.0954,0.4253,layer_29
recovery_abs_ratio,transfer_score_str,0,pooled,,72,-0.0682,0.5692,-0.1146,0.338,layer_29
recovery_abs_ratio,overall_score_str,0,pooled,,72,-0.0519,0.6649,-0.1004,0.4013,layer_29
recovery_abs_ratio,transfer_margin_str,0,pooled,,72,-0.0259,0.8289,-0.0152,0.899,layer_29
recovery_abs_ratio,overall_margin_str,0,pooled,,72,-0.067,0.5762,-0.1185,0.3213,layer_29
recovery_abs_ratio,accuracy_gpt-5-mini,0,pooled,,72,-0.1704,0.1523,-0.1733,0.1456,layer_29
recovery_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,-0.0089,0.9407,-0.0488,0.6842,layer_29
recovery_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.1158,0.3327,-0.1096,0.3596,layer_29
recovery_signed_ratio,accuracy_majority,0,pooled,,72,-0.0825,0.4907,-0.0988,0.4088,layer_29
recovery_signed_ratio,overall_score,0,pooled,,72,0.0293,0.8071,0.0407,0.7345,layer_29
recovery_signed_ratio,transfer_score,0,pooled,,72,0.0208,0.8625,0.0145,0.9041,layer_29
recovery_signed_ratio,transfer_score_str,0,pooled,,72,-0.0014,0.9904,-0.0311,0.7954,layer_29
recovery_signed_ratio,overall_score_str,0,pooled,,72,-0.1256,0.2932,-0.1411,0.2372,layer_29
recovery_signed_ratio,transfer_margin_str,0,pooled,,72,0.375,0.0012,0.3718,0.0013,layer_29
recovery_signed_ratio,overall_margin_str,0,pooled,,72,0.1261,0.291,0.1098,0.3584,layer_29
recovery_signed_ratio,accuracy_gpt-5-mini,0,pooled,,72,0.0468,0.6961,0.0306,0.7983,layer_29
recovery_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,-0.1168,0.3286,-0.0931,0.4368,layer_29
recovery_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.0153,0.8982,-0.0037,0.9751,layer_29
recovery_log_ratio,accuracy_majority,0,pooled,,72,-0.0825,0.4907,-0.073,0.5422,layer_29
recovery_log_ratio,overall_score,0,pooled,,72,0.0293,0.8071,0.0607,0.6127,layer_29
recovery_log_ratio,transfer_score,0,pooled,,72,0.0208,0.8625,0.0282,0.8139,layer_29
recovery_log_ratio,transfer_score_str,0,pooled,,72,-0.0014,0.9904,-0.0041,0.9727,layer_29
recovery_log_ratio,overall_score_str,0,pooled,,72,-0.1256,0.2932,-0.1191,0.319,layer_29
recovery_log_ratio,transfer_margin_str,0,pooled,,72,0.375,0.0012,0.3836,0.0009,layer_29
recovery_log_ratio,overall_margin_str,0,pooled,,72,0.1261,0.291,0.1402,0.2402,layer_29
recovery_log_ratio,accuracy_gpt-5-mini,0,pooled,,72,0.0468,0.6961,0.0622,0.6038,layer_29
recovery_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,-0.1168,0.3286,-0.0887,0.4587,layer_29
recovery_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.0153,0.8982,0.0191,0.8737,layer_29
drop_minus_recovery_abs_diff,accuracy_majority,0,pooled,,72,-0.0229,0.8486,-0.0879,0.463,layer_29
drop_minus_recovery_abs_diff,overall_score,0,pooled,,72,-0.1384,0.2463,-0.1754,0.1406,layer_29
drop_minus_recovery_abs_diff,transfer_score,0,pooled,,72,-0.1322,0.2682,-0.1496,0.2099,layer_29
drop_minus_recovery_abs_diff,transfer_score_str,0,pooled,,72,-0.2261,0.0561,-0.2329,0.0489,layer_29
drop_minus_recovery_abs_diff,overall_score_str,0,pooled,,72,-0.2231,0.0596,-0.2804,0.0171,layer_29
drop_minus_recovery_abs_diff,transfer_margin_str,0,pooled,,72,-0.1367,0.2522,-0.1747,0.1421,layer_29
drop_minus_recovery_abs_diff,overall_margin_str,0,pooled,,72,-0.3224,0.0058,-0.3064,0.0088,layer_29
drop_minus_recovery_abs_diff,accuracy_gpt-5-mini,0,pooled,,72,0.0225,0.8514,-0.0553,0.6448,layer_29
drop_minus_recovery_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,-0.0327,0.7853,-0.0968,0.4188,layer_29
drop_minus_recovery_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,0.0146,0.903,0.0707,0.5552,layer_29
drop_minus_recovery_signed_diff,accuracy_majority,0,pooled,,72,-0.0361,0.7634,-0.023,0.8477,layer_29
drop_minus_recovery_signed_diff,overall_score,0,pooled,,72,0.053,0.6581,0.0695,0.562,layer_29
drop_minus_recovery_signed_diff,transfer_score,0,pooled,,72,0.0216,0.8572,-0.0483,0.687,layer_29
drop_minus_recovery_signed_diff,transfer_score_str,0,pooled,,72,-0.4193,0.0002,-0.4057,0.0004,layer_29
drop_minus_recovery_signed_diff,overall_score_str,0,pooled,,72,-0.139,0.2442,-0.0857,0.4742,layer_29
drop_minus_recovery_signed_diff,transfer_margin_str,0,pooled,,72,-0.1555,0.1921,-0.1677,0.159,layer_29
drop_minus_recovery_signed_diff,overall_margin_str,0,pooled,,72,-0.0172,0.8857,-0.014,0.907,layer_29
drop_minus_recovery_signed_diff,accuracy_gpt-5-mini,0,pooled,,72,-0.0216,0.857,-0.0047,0.9686,layer_29
drop_minus_recovery_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,-0.0189,0.875,0.0138,0.9082,layer_29
drop_minus_recovery_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.1106,0.3551,-0.0778,0.5159,layer_29
drop_minus_recovery_min,accuracy_majority,0,pooled,,72,0.2112,0.075,0.2535,0.0316,layer_29
drop_minus_recovery_min,overall_score,0,pooled,,72,0.1253,0.2943,0.1965,0.0981,layer_29
drop_minus_recovery_min,transfer_score,0,pooled,,72,0.0858,0.4734,0.0263,0.8264,layer_29
drop_minus_recovery_min,transfer_score_str,0,pooled,,72,0.1839,0.1221,0.1925,0.1052,layer_29
drop_minus_recovery_min,overall_score_str,0,pooled,,72,0.304,0.0094,0.3813,0.001,layer_29
drop_minus_recovery_min,transfer_margin_str,0,pooled,,72,0.1447,0.2253,0.1866,0.1166,layer_29
drop_minus_recovery_min,overall_margin_str,0,pooled,,72,0.4976,0.0,0.4882,0.0,layer_29
drop_minus_recovery_min,accuracy_gpt-5-mini,0,pooled,,72,0.1721,0.1484,0.2077,0.08,layer_29
drop_minus_recovery_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,0.0842,0.4822,0.1228,0.304,layer_29
drop_minus_recovery_min,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,0.1842,0.1215,0.2027,0.0877,layer_29
drop_minus_recovery_max,accuracy_majority,0,pooled,,72,0.1627,0.172,0.1435,0.2292,layer_29
drop_minus_recovery_max,overall_score,0,pooled,,72,-0.0198,0.8688,0.006,0.9601,layer_29
drop_minus_recovery_max,transfer_score,0,pooled,,72,-0.0493,0.681,-0.1228,0.304,layer_29
drop_minus_recovery_max,transfer_score_str,0,pooled,,72,-0.0038,0.9744,-0.054,0.6521,layer_29
drop_minus_recovery_max,overall_score_str,0,pooled,,72,0.1424,0.2328,0.0705,0.5562,layer_29
drop_minus_recovery_max,transfer_margin_str,0,pooled,,72,-0.0918,0.4431,-0.0023,0.9844,layer_29
drop_minus_recovery_max,overall_margin_str,0,pooled,,72,0.1632,0.1708,0.1417,0.2349,layer_29
drop_minus_recovery_max,accuracy_gpt-5-mini,0,pooled,,72,0.176,0.1393,0.134,0.2619,layer_29
drop_minus_recovery_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,0.0492,0.6813,0.0164,0.8914,layer_29
drop_minus_recovery_max,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,0.1891,0.1116,0.2529,0.0321,layer_29
drop_minus_recovery_norm_asym,accuracy_majority,0,pooled,,72,-0.061,0.6106,-0.0401,0.7378,layer_29
drop_minus_recovery_norm_asym,overall_score,0,pooled,,72,0.0591,0.622,0.0808,0.4998,layer_29
drop_minus_recovery_norm_asym,transfer_score,0,pooled,,72,0.0292,0.8077,-0.0314,0.7934,layer_29
drop_minus_recovery_norm_asym,transfer_score_str,0,pooled,,72,-0.3918,0.0007,-0.3749,0.0012,layer_29
drop_minus_recovery_norm_asym,overall_score_str,0,pooled,,72,-0.0922,0.441,-0.0454,0.7049,layer_29
drop_minus_recovery_norm_asym,transfer_margin_str,0,pooled,,72,-0.1408,0.2381,-0.1358,0.2554,layer_29
drop_minus_recovery_norm_asym,overall_margin_str,0,pooled,,72,0.0356,0.7666,0.0329,0.7838,layer_29
drop_minus_recovery_norm_asym,accuracy_gpt-5-mini,0,pooled,,72,-0.0258,0.8296,-0.0024,0.9838,layer_29
drop_minus_recovery_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,-0.0211,0.8606,0.0209,0.862,layer_29
drop_minus_recovery_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.1476,0.2161,-0.0971,0.4171,layer_29
drop_minus_recovery_abs_ratio,accuracy_majority,0,pooled,,72,-0.1319,0.2694,-0.1601,0.1792,layer_29
drop_minus_recovery_abs_ratio,overall_score,0,pooled,,72,-0.1428,0.2314,-0.1486,0.2127,layer_29
drop_minus_recovery_abs_ratio,transfer_score,0,pooled,,72,-0.117,0.3276,-0.1135,0.3424,layer_29
drop_minus_recovery_abs_ratio,transfer_score_str,0,pooled,,72,-0.2467,0.0367,-0.1516,0.2038,layer_29
drop_minus_recovery_abs_ratio,overall_score_str,0,pooled,,72,-0.3009,0.0102,-0.2487,0.0352,layer_29
drop_minus_recovery_abs_ratio,transfer_margin_str,0,pooled,,72,-0.1876,0.1146,-0.1229,0.3036,layer_29
drop_minus_recovery_abs_ratio,overall_margin_str,0,pooled,,72,-0.4766,0.0,-0.2793,0.0175,layer_29
drop_minus_recovery_abs_ratio,accuracy_gpt-5-mini,0,pooled,,72,-0.0866,0.4695,-0.1353,0.2573,layer_29
drop_minus_recovery_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,-0.0887,0.4589,-0.0648,0.5887,layer_29
drop_minus_recovery_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.0768,0.5216,-0.0258,0.8296,layer_29
drop_minus_recovery_signed_ratio,accuracy_majority,0,pooled,,72,-0.061,0.6106,-0.0872,0.4663,layer_29
drop_minus_recovery_signed_ratio,overall_score,0,pooled,,72,0.0591,0.622,0.003,0.9798,layer_29
drop_minus_recovery_signed_ratio,transfer_score,0,pooled,,72,0.0292,0.8077,-0.0577,0.6299,layer_29
drop_minus_recovery_signed_ratio,transfer_score_str,0,pooled,,72,-0.3918,0.0007,-0.3824,0.0009,layer_29
drop_minus_recovery_signed_ratio,overall_score_str,0,pooled,,72,-0.0922,0.441,-0.1566,0.1889,layer_29
drop_minus_recovery_signed_ratio,transfer_margin_str,0,pooled,,72,-0.1408,0.2381,-0.1804,0.1293,layer_29
drop_minus_recovery_signed_ratio,overall_margin_str,0,pooled,,72,0.0356,0.7666,-0.116,0.3321,layer_29
drop_minus_recovery_signed_ratio,accuracy_gpt-5-mini,0,pooled,,72,-0.0258,0.8296,-0.0389,0.7458,layer_29
drop_minus_recovery_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,-0.0211,0.8606,0.0246,0.8375,layer_29
drop_minus_recovery_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.1476,0.2161,-0.0393,0.7431,layer_29
drop_minus_recovery_log_ratio,accuracy_majority,0,pooled,,72,-0.061,0.6106,-0.0343,0.7751,layer_29
drop_minus_recovery_log_ratio,overall_score,0,pooled,,72,0.0591,0.622,0.0827,0.49,layer_29
drop_minus_recovery_log_ratio,transfer_score,0,pooled,,72,0.0292,0.8077,-0.0213,0.8592,layer_29
drop_minus_recovery_log_ratio,transfer_score_str,0,pooled,,72,-0.3918,0.0007,-0.3734,0.0012,layer_29
drop_minus_recovery_log_ratio,overall_score_str,0,pooled,,72,-0.0922,0.441,-0.0467,0.6972,layer_29
drop_minus_recovery_log_ratio,transfer_margin_str,0,pooled,,72,-0.1408,0.2381,-0.1393,0.2433,layer_29
drop_minus_recovery_log_ratio,overall_margin_str,0,pooled,,72,0.0356,0.7666,0.0273,0.82,layer_29
drop_minus_recovery_log_ratio,accuracy_gpt-5-mini,0,pooled,,72,-0.0258,0.8296,0.0069,0.9542,layer_29
drop_minus_recovery_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,-0.0211,0.8606,0.0319,0.7905,layer_29
drop_minus_recovery_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.1476,0.2161,-0.0796,0.5063,layer_29
drop_over_recovery_abs_diff,accuracy_majority,0,pooled,,72,0.0922,0.441,0.0676,0.5725,layer_29
drop_over_recovery_abs_diff,overall_score,0,pooled,,72,-0.141,0.2375,-0.1363,0.2535,layer_29
drop_over_recovery_abs_diff,transfer_score,0,pooled,,72,-0.1484,0.2136,-0.1633,0.1704,layer_29
drop_over_recovery_abs_diff,transfer_score_str,0,pooled,,72,0.0176,0.8832,-0.0133,0.9116,layer_29
drop_over_recovery_abs_diff,overall_score_str,0,pooled,,72,0.1534,0.1982,0.0804,0.5022,layer_29
drop_over_recovery_abs_diff,transfer_margin_str,0,pooled,,72,-0.1563,0.1899,-0.1478,0.2153,layer_29
drop_over_recovery_abs_diff,overall_margin_str,0,pooled,,72,0.0471,0.6945,0.0554,0.6437,layer_29
drop_over_recovery_abs_diff,accuracy_gpt-5-mini,0,pooled,,72,0.1506,0.2068,0.085,0.478,layer_29
drop_over_recovery_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,0.0484,0.6866,0.0226,0.8507,layer_29
drop_over_recovery_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,0.0855,0.4749,0.0865,0.47,layer_29
drop_over_recovery_signed_diff,accuracy_majority,0,pooled,,72,-0.0332,0.7816,-0.0193,0.8722,layer_29
drop_over_recovery_signed_diff,overall_score,0,pooled,,72,0.0098,0.935,0.0287,0.8111,layer_29
drop_over_recovery_signed_diff,transfer_score,0,pooled,,72,-0.0136,0.9094,-0.072,0.5481,layer_29
drop_over_recovery_signed_diff,transfer_score_str,0,pooled,,72,-0.4422,0.0001,-0.4364,0.0001,layer_29
drop_over_recovery_signed_diff,overall_score_str,0,pooled,,72,-0.0545,0.6495,0.0003,0.998,layer_29
drop_over_recovery_signed_diff,transfer_margin_str,0,pooled,,72,-0.3465,0.0029,-0.3764,0.0011,layer_29
drop_over_recovery_signed_diff,overall_margin_str,0,pooled,,72,-0.047,0.6947,-0.0577,0.6305,layer_29
drop_over_recovery_signed_diff,accuracy_gpt-5-mini,0,pooled,,72,-0.0529,0.6589,-0.0417,0.7282,layer_29
drop_over_recovery_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,0.0288,0.8105,0.0568,0.6355,layer_29
drop_over_recovery_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.1445,0.226,-0.1241,0.2989,layer_29
drop_over_recovery_min,accuracy_majority,0,pooled,,72,0.2095,0.0774,0.1933,0.1037,layer_29
drop_over_recovery_min,overall_score,0,pooled,,72,0.1062,0.3747,0.2404,0.042,layer_29
drop_over_recovery_min,transfer_score,0,pooled,,72,0.0778,0.5162,0.0708,0.5547,layer_29
drop_over_recovery_min,transfer_score_str,0,pooled,,72,0.0548,0.6474,0.1792,0.1319,layer_29
drop_over_recovery_min,overall_score_str,0,pooled,,72,0.1933,0.1037,0.3942,0.0006,layer_29
drop_over_recovery_min,transfer_margin_str,0,pooled,,72,0.0172,0.8859,0.0064,0.9576,layer_29
drop_over_recovery_min,overall_margin_str,0,pooled,,72,0.3176,0.0066,0.3936,0.0006,layer_29
drop_over_recovery_min,accuracy_gpt-5-mini,0,pooled,,72,0.1523,0.2016,0.1285,0.2819,layer_29
drop_over_recovery_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,0.0294,0.8061,0.0608,0.6122,layer_29
drop_over_recovery_min,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,0.1867,0.1163,0.1917,0.1068,layer_29
drop_over_recovery_max,accuracy_majority,0,pooled,,72,0.1622,0.1734,0.1766,0.1378,layer_29
drop_over_recovery_max,overall_score,0,pooled,,72,-0.0045,0.9701,0.0211,0.8606,layer_29
drop_over_recovery_max,transfer_score,0,pooled,,72,-0.0334,0.7808,-0.1048,0.3811,layer_29
drop_over_recovery_max,transfer_score_str,0,pooled,,72,0.1511,0.2051,0.0953,0.4259,layer_29
drop_over_recovery_max,overall_score_str,0,pooled,,72,0.3685,0.0014,0.3083,0.0084,layer_29
drop_over_recovery_max,transfer_margin_str,0,pooled,,72,-0.1592,0.1816,-0.1293,0.2789,layer_29
drop_over_recovery_max,overall_margin_str,0,pooled,,72,0.3345,0.0041,0.2855,0.015,layer_29
drop_over_recovery_max,accuracy_gpt-5-mini,0,pooled,,72,0.1491,0.2113,0.1535,0.1981,layer_29
drop_over_recovery_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,0.0854,0.4759,0.0567,0.6362,layer_29
drop_over_recovery_max,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,0.114,0.3404,0.1926,0.105,layer_29
drop_over_recovery_norm_asym,accuracy_majority,0,pooled,,72,-0.0159,0.8946,-0.014,0.907,layer_29
drop_over_recovery_norm_asym,overall_score,0,pooled,,72,0.0308,0.7974,0.0503,0.6748,layer_29
drop_over_recovery_norm_asym,transfer_score,0,pooled,,72,0.0053,0.9649,-0.056,0.6403,layer_29
drop_over_recovery_norm_asym,transfer_score_str,0,pooled,,72,-0.4419,0.0001,-0.436,0.0001,layer_29
drop_over_recovery_norm_asym,overall_score_str,0,pooled,,72,-0.0585,0.6253,0.0003,0.998,layer_29
drop_over_recovery_norm_asym,transfer_margin_str,0,pooled,,72,-0.3482,0.0027,-0.3558,0.0022,layer_29
drop_over_recovery_norm_asym,overall_margin_str,0,pooled,,72,-0.0528,0.6596,-0.0436,0.7161,layer_29
drop_over_recovery_norm_asym,accuracy_gpt-5-mini,0,pooled,,72,-0.0297,0.8043,-0.0349,0.771,layer_29
drop_over_recovery_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,0.048,0.6891,0.066,0.5819,layer_29
drop_over_recovery_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.1278,0.2848,-0.1181,0.3231,layer_29
drop_over_recovery_abs_ratio,accuracy_majority,0,pooled,,72,0.0592,0.6215,0.0033,0.9778,layer_29
drop_over_recovery_abs_ratio,overall_score,0,pooled,,72,-0.1585,0.1835,-0.155,0.1934,layer_29
drop_over_recovery_abs_ratio,transfer_score,0,pooled,,72,-0.161,0.1767,-0.1629,0.1716,layer_29
drop_over_recovery_abs_ratio,transfer_score_str,0,pooled,,72,-0.0055,0.9632,-0.0334,0.7806,layer_29
drop_over_recovery_abs_ratio,overall_score_str,0,pooled,,72,0.1065,0.3734,0.0107,0.9291,layer_29
drop_over_recovery_abs_ratio,transfer_margin_str,0,pooled,,72,-0.1482,0.214,-0.1512,0.2049,layer_29
drop_over_recovery_abs_ratio,overall_margin_str,0,pooled,,72,-0.0061,0.9594,-0.0202,0.8661,layer_29
drop_over_recovery_abs_ratio,accuracy_gpt-5-mini,0,pooled,,72,0.1317,0.2703,0.0206,0.8638,layer_29
drop_over_recovery_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,0.0225,0.851,0.0097,0.9354,layer_29
drop_over_recovery_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,0.0741,0.5363,0.0423,0.7245,layer_29
drop_over_recovery_signed_ratio,accuracy_majority,0,pooled,,72,-0.0159,0.8946,-0.0199,0.8681,layer_29
drop_over_recovery_signed_ratio,overall_score,0,pooled,,72,0.0308,0.7974,0.0169,0.8878,layer_29
drop_over_recovery_signed_ratio,transfer_score,0,pooled,,72,0.0053,0.9649,-0.0866,0.4694,layer_29
drop_over_recovery_signed_ratio,transfer_score_str,0,pooled,,72,-0.4419,0.0001,-0.4356,0.0001,layer_29
drop_over_recovery_signed_ratio,overall_score_str,0,pooled,,72,-0.0585,0.6253,-0.0038,0.9744,layer_29
drop_over_recovery_signed_ratio,transfer_margin_str,0,pooled,,72,-0.3482,0.0027,-0.3829,0.0009,layer_29
drop_over_recovery_signed_ratio,overall_margin_str,0,pooled,,72,-0.0528,0.6596,-0.0534,0.6557,layer_29
drop_over_recovery_signed_ratio,accuracy_gpt-5-mini,0,pooled,,72,-0.0297,0.8043,-0.036,0.7639,layer_29
drop_over_recovery_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,0.048,0.6891,0.0643,0.5918,layer_29
drop_over_recovery_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.1278,0.2848,-0.1025,0.3916,layer_29
drop_over_recovery_log_ratio,accuracy_majority,0,pooled,,72,-0.0159,0.8946,-0.0141,0.9065,layer_29
drop_over_recovery_log_ratio,overall_score,0,pooled,,72,0.0308,0.7974,0.0513,0.6687,layer_29
drop_over_recovery_log_ratio,transfer_score,0,pooled,,72,0.0053,0.9649,-0.0555,0.6435,layer_29
drop_over_recovery_log_ratio,transfer_score_str,0,pooled,,72,-0.4419,0.0001,-0.4364,0.0001,layer_29
drop_over_recovery_log_ratio,overall_score_str,0,pooled,,72,-0.0585,0.6253,-0.0004,0.9976,layer_29
drop_over_recovery_log_ratio,transfer_margin_str,0,pooled,,72,-0.3482,0.0027,-0.3558,0.0022,layer_29
drop_over_recovery_log_ratio,overall_margin_str,0,pooled,,72,-0.0528,0.6596,-0.0439,0.7144,layer_29
drop_over_recovery_log_ratio,accuracy_gpt-5-mini,0,pooled,,72,-0.0297,0.8043,-0.0338,0.7781,layer_29
drop_over_recovery_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,pooled,,72,0.048,0.6891,0.0659,0.5822,layer_29
drop_over_recovery_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,pooled,,72,-0.1278,0.2848,-0.1157,0.3331,layer_29
