predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer
drop_to_min_log_ratio,transfer_score_str,0,per_ckpt,all,72,-0.3493,0.0709,-0.3308,0.0979,layer_29
drop_to_min_log_ratio,overall_score_str,0,per_ckpt,all,72,-0.1307,0.4216,-0.0763,0.6424,layer_29
drop_to_min_log_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.0159,0.9471,-0.0226,0.9321,layer_29
drop_to_min_log_ratio,overall_margin_str,0,per_ckpt,all,72,0.0471,0.7822,0.0565,0.7303,layer_29
drop_to_min_log_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.022,0.9441,0.0143,0.9481,layer_29
drop_to_min_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0855,0.6474,-0.0071,0.96,layer_29
drop_to_min_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1414,0.5175,-0.0748,0.7562,layer_29
recovery_abs_diff,accuracy_majority,0,per_ckpt,all,72,-0.147,0.1728,-0.1489,0.2178,layer_29
recovery_abs_diff,overall_score,0,per_ckpt,all,72,-0.1225,0.3886,-0.1182,0.2917,layer_29
recovery_abs_diff,transfer_score,0,per_ckpt,all,72,-0.1254,0.3846,-0.1114,0.3307,layer_29
recovery_abs_diff,transfer_score_str,0,per_ckpt,all,72,-0.1049,0.4785,-0.1389,0.3686,layer_29
recovery_abs_diff,overall_score_str,0,per_ckpt,all,72,-0.1054,0.5395,-0.123,0.4975,layer_29
recovery_abs_diff,transfer_margin_str,0,per_ckpt,all,72,0.0495,0.7153,0.0417,0.7592,layer_29
recovery_abs_diff,overall_margin_str,0,per_ckpt,all,72,-0.0622,0.7263,-0.1038,0.5744,layer_29
recovery_abs_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1977,0.0899,-0.1793,0.1349,layer_29
recovery_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0104,0.9131,-0.039,0.6863,layer_29
recovery_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.13,0.2967,-0.1122,0.3736,layer_29
recovery_signed_diff,accuracy_majority,0,per_ckpt,all,72,-0.1038,0.6394,-0.0979,0.6124,layer_29
recovery_signed_diff,overall_score,0,per_ckpt,all,72,0.0091,0.982,0.0281,0.8851,layer_29
recovery_signed_diff,transfer_score,0,per_ckpt,all,72,0.0007,0.997,-0.0011,0.995,layer_29
recovery_signed_diff,transfer_score_str,0,per_ckpt,all,72,-0.0192,0.9271,-0.0129,0.9461,layer_29
recovery_signed_diff,overall_score_str,0,per_ckpt,all,72,-0.1427,0.3866,-0.1396,0.3477,layer_29
recovery_signed_diff,transfer_margin_str,0,per_ckpt,all,72,0.3828,0.1309,0.4142,0.0939,layer_29
recovery_signed_diff,overall_margin_str,0,per_ckpt,all,72,0.1229,0.4286,0.1342,0.3916,layer_29
recovery_signed_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0258,0.9141,0.0396,0.8392,layer_29
recovery_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1366,0.4785,-0.1147,0.4356,layer_29
recovery_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0372,0.8611,-0.0021,0.99,layer_29
recovery_min,accuracy_majority,0,per_ckpt,all,72,0.1281,0.4476,0.1495,0.4136,layer_29
recovery_min,overall_score,0,per_ckpt,all,72,0.0508,0.8092,0.117,0.3956,layer_29
recovery_min,transfer_score,0,per_ckpt,all,72,0.0498,0.7962,0.1038,0.3676,layer_29
recovery_min,transfer_score_str,0,per_ckpt,all,72,-0.0606,0.7842,0.0458,0.8212,layer_29
recovery_min,overall_score_str,0,per_ckpt,all,72,-0.1193,0.6593,-0.0298,0.8991,layer_29
recovery_min,transfer_margin_str,0,per_ckpt,all,72,0.2402,0.2458,0.3556,0.0559,layer_29
recovery_min,overall_margin_str,0,per_ckpt,all,72,0.0708,0.8042,0.1717,0.5524,layer_29
recovery_min,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1391,0.4436,0.1898,0.2408,layer_29
recovery_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0474,0.7502,0.1144,0.3417,layer_29
recovery_min,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.064,0.7433,0.1056,0.5095,layer_29
recovery_max,accuracy_majority,0,per_ckpt,all,72,-0.0331,0.8611,-0.0024,0.988,layer_29
recovery_max,overall_score,0,per_ckpt,all,72,-0.044,0.8212,-0.0037,0.971,layer_29
recovery_max,transfer_score,0,per_ckpt,all,72,-0.0438,0.8232,-0.0103,0.9101,layer_29
recovery_max,transfer_score_str,0,per_ckpt,all,72,-0.1689,0.4535,-0.1008,0.6553,layer_29
recovery_max,overall_score_str,0,per_ckpt,all,72,-0.276,0.3327,-0.1634,0.5604,layer_29
recovery_max,transfer_margin_str,0,per_ckpt,all,72,0.4014,0.029,0.4192,0.012,layer_29
recovery_max,overall_margin_str,0,per_ckpt,all,72,-0.0004,0.998,0.0693,0.8022,layer_29
recovery_max,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0376,0.8611,0.0074,0.961,layer_29
recovery_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0457,0.7353,0.0786,0.5205,layer_29
recovery_max,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0637,0.7692,-0.0093,0.966,layer_29
recovery_norm_asym,accuracy_majority,0,per_ckpt,all,72,-0.0825,0.7103,-0.0754,0.7043,layer_29
recovery_norm_asym,overall_score,0,per_ckpt,all,72,0.0293,0.9231,0.0604,0.7782,layer_29
recovery_norm_asym,transfer_score,0,per_ckpt,all,72,0.0208,0.9361,0.0275,0.8661,layer_29
recovery_norm_asym,transfer_score_str,0,per_ckpt,all,72,-0.0014,0.999,-0.0029,0.991,layer_29
recovery_norm_asym,overall_score_str,0,per_ckpt,all,72,-0.1256,0.4346,-0.1191,0.4256,layer_29
recovery_norm_asym,transfer_margin_str,0,per_ckpt,all,72,0.375,0.1379,0.3853,0.1279,layer_29
recovery_norm_asym,overall_margin_str,0,per_ckpt,all,72,0.1261,0.4066,0.1413,0.3776,layer_29
recovery_norm_asym,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0468,0.8372,0.0617,0.7652,layer_29
recovery_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1168,0.5485,-0.0914,0.5365,layer_29
recovery_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0153,0.9411,0.0192,0.9211,layer_29
recovery_abs_ratio,accuracy_majority,0,per_ckpt,all,72,-0.1364,0.2018,-0.1572,0.2038,layer_29
recovery_abs_ratio,overall_score,0,per_ckpt,all,72,-0.1101,0.4096,-0.1032,0.3596,layer_29
recovery_abs_ratio,transfer_score,0,per_ckpt,all,72,-0.1169,0.3676,-0.0954,0.4146,layer_29
recovery_abs_ratio,transfer_score_str,0,per_ckpt,all,72,-0.0682,0.6474,-0.1146,0.4545,layer_29
recovery_abs_ratio,overall_score_str,0,per_ckpt,all,72,-0.0519,0.7493,-0.1004,0.6094,layer_29
recovery_abs_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.0259,0.8472,-0.0152,0.9231,layer_29
recovery_abs_ratio,overall_margin_str,0,per_ckpt,all,72,-0.067,0.6983,-0.1185,0.5195,layer_29
recovery_abs_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.1704,0.1429,-0.1733,0.1508,layer_29
recovery_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0089,0.9351,-0.0488,0.6244,layer_29
recovery_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1158,0.3417,-0.1096,0.4116,layer_29
recovery_signed_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0825,0.7103,-0.0988,0.6154,layer_29
recovery_signed_ratio,overall_score,0,per_ckpt,all,72,0.0293,0.9231,0.0407,0.8352,layer_29
recovery_signed_ratio,transfer_score,0,per_ckpt,all,72,0.0208,0.9361,0.0145,0.9331,layer_29
recovery_signed_ratio,transfer_score_str,0,per_ckpt,all,72,-0.0014,0.999,-0.0311,0.8831,layer_29
recovery_signed_ratio,overall_score_str,0,per_ckpt,all,72,-0.1256,0.4346,-0.1411,0.3017,layer_29
recovery_signed_ratio,transfer_margin_str,0,per_ckpt,all,72,0.375,0.1379,0.3718,0.1209,layer_29
recovery_signed_ratio,overall_margin_str,0,per_ckpt,all,72,0.1261,0.4066,0.1098,0.4735,layer_29
recovery_signed_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0468,0.8372,0.0306,0.8801,layer_29
recovery_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1168,0.5485,-0.0931,0.5445,layer_29
recovery_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0153,0.9411,-0.0037,0.989,layer_29
recovery_log_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0825,0.7103,-0.073,0.7173,layer_29
recovery_log_ratio,overall_score,0,per_ckpt,all,72,0.0293,0.9231,0.0607,0.7752,layer_29
recovery_log_ratio,transfer_score,0,per_ckpt,all,72,0.0208,0.9361,0.0282,0.8631,layer_29
recovery_log_ratio,transfer_score_str,0,per_ckpt,all,72,-0.0014,0.999,-0.0041,0.987,layer_29
recovery_log_ratio,overall_score_str,0,per_ckpt,all,72,-0.1256,0.4346,-0.1191,0.4246,layer_29
recovery_log_ratio,transfer_margin_str,0,per_ckpt,all,72,0.375,0.1379,0.3836,0.1319,layer_29
recovery_log_ratio,overall_margin_str,0,per_ckpt,all,72,0.1261,0.4066,0.1402,0.3806,layer_29
recovery_log_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0468,0.8372,0.0622,0.7622,layer_29
recovery_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.1168,0.5485,-0.0887,0.5514,layer_29
recovery_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0153,0.9411,0.0191,0.9201,layer_29
drop_minus_recovery_abs_diff,accuracy_majority,0,per_ckpt,all,72,-0.0229,0.8452,-0.0879,0.5185,layer_29
drop_minus_recovery_abs_diff,overall_score,0,per_ckpt,all,72,-0.1384,0.3536,-0.1754,0.1179,layer_29
drop_minus_recovery_abs_diff,transfer_score,0,per_ckpt,all,72,-0.1322,0.3736,-0.1496,0.1678,layer_29
drop_minus_recovery_abs_diff,transfer_score_str,0,per_ckpt,all,72,-0.2261,0.1758,-0.2329,0.1918,layer_29
drop_minus_recovery_abs_diff,overall_score_str,0,per_ckpt,all,72,-0.2231,0.2647,-0.2804,0.1878,layer_29
drop_minus_recovery_abs_diff,transfer_margin_str,0,per_ckpt,all,72,-0.1367,0.3606,-0.1747,0.2977,layer_29
drop_minus_recovery_abs_diff,overall_margin_str,0,per_ckpt,all,72,-0.3224,0.1019,-0.3064,0.1399,layer_29
drop_minus_recovery_abs_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0225,0.8781,-0.0553,0.6643,layer_29
drop_minus_recovery_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0327,0.7752,-0.0968,0.3716,layer_29
drop_minus_recovery_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.0146,0.9271,0.0707,0.6274,layer_29
drop_minus_recovery_signed_diff,accuracy_majority,0,per_ckpt,all,72,-0.0361,0.8701,-0.023,0.9071,layer_29
drop_minus_recovery_signed_diff,overall_score,0,per_ckpt,all,72,0.053,0.7992,0.0695,0.7443,layer_29
drop_minus_recovery_signed_diff,transfer_score,0,per_ckpt,all,72,0.0216,0.9211,-0.0483,0.8212,layer_29
drop_minus_recovery_signed_diff,transfer_score_str,0,per_ckpt,all,72,-0.4193,0.017,-0.4057,0.031,layer_29
drop_minus_recovery_signed_diff,overall_score_str,0,per_ckpt,all,72,-0.139,0.3896,-0.0857,0.5784,layer_29
drop_minus_recovery_signed_diff,transfer_margin_str,0,per_ckpt,all,72,-0.1555,0.5644,-0.1677,0.5195,layer_29
drop_minus_recovery_signed_diff,overall_margin_str,0,per_ckpt,all,72,-0.0172,0.9051,-0.014,0.9321,layer_29
drop_minus_recovery_signed_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0216,0.9181,-0.0047,0.979,layer_29
drop_minus_recovery_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0189,0.9101,0.0138,0.9271,layer_29
drop_minus_recovery_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1106,0.6264,-0.0778,0.7043,layer_29
drop_minus_recovery_min,accuracy_majority,0,per_ckpt,all,72,0.2112,0.1988,0.2535,0.1049,layer_29
drop_minus_recovery_min,overall_score,0,per_ckpt,all,72,0.1253,0.5524,0.1965,0.1249,layer_29
drop_minus_recovery_min,transfer_score,0,per_ckpt,all,72,0.0858,0.6553,0.0263,0.8212,layer_29
drop_minus_recovery_min,transfer_score_str,0,per_ckpt,all,72,0.1839,0.4056,0.1925,0.3636,layer_29
drop_minus_recovery_min,overall_score_str,0,per_ckpt,all,72,0.304,0.2797,0.3813,0.1588,layer_29
drop_minus_recovery_min,transfer_margin_str,0,per_ckpt,all,72,0.1447,0.5195,0.1866,0.3776,layer_29
drop_minus_recovery_min,overall_margin_str,0,per_ckpt,all,72,0.4976,0.045,0.4882,0.0539,layer_29
drop_minus_recovery_min,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1721,0.3307,0.2077,0.1648,layer_29
drop_minus_recovery_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0842,0.5594,0.1228,0.2977,layer_29
drop_minus_recovery_min,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1842,0.3427,0.2027,0.2797,layer_29
drop_minus_recovery_max,accuracy_majority,0,per_ckpt,all,72,0.1627,0.3087,0.1435,0.3876,layer_29
drop_minus_recovery_max,overall_score,0,per_ckpt,all,72,-0.0198,0.9211,0.006,0.963,layer_29
drop_minus_recovery_max,transfer_score,0,per_ckpt,all,72,-0.0493,0.8002,-0.1228,0.2897,layer_29
drop_minus_recovery_max,transfer_score_str,0,per_ckpt,all,72,-0.0038,0.983,-0.054,0.8282,layer_29
drop_minus_recovery_max,overall_score_str,0,per_ckpt,all,72,0.1424,0.6304,0.0705,0.8252,layer_29
drop_minus_recovery_max,transfer_margin_str,0,per_ckpt,all,72,-0.0918,0.6434,-0.0023,0.994,layer_29
drop_minus_recovery_max,overall_margin_str,0,per_ckpt,all,72,0.1632,0.5395,0.1417,0.5814,layer_29
drop_minus_recovery_max,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.176,0.3057,0.134,0.4186,layer_29
drop_minus_recovery_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0492,0.7163,0.0164,0.8941,layer_29
drop_minus_recovery_max,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1891,0.3417,0.2529,0.1728,layer_29
drop_minus_recovery_norm_asym,accuracy_majority,0,per_ckpt,all,72,-0.061,0.7792,-0.0401,0.8312,layer_29
drop_minus_recovery_norm_asym,overall_score,0,per_ckpt,all,72,0.0591,0.7632,0.0808,0.6903,layer_29
drop_minus_recovery_norm_asym,transfer_score,0,per_ckpt,all,72,0.0292,0.8801,-0.0314,0.8831,layer_29
drop_minus_recovery_norm_asym,transfer_score_str,0,per_ckpt,all,72,-0.3918,0.035,-0.3749,0.0529,layer_29
drop_minus_recovery_norm_asym,overall_score_str,0,per_ckpt,all,72,-0.0922,0.5784,-0.0454,0.7792,layer_29
drop_minus_recovery_norm_asym,transfer_margin_str,0,per_ckpt,all,72,-0.1408,0.6004,-0.1358,0.6114,layer_29
drop_minus_recovery_norm_asym,overall_margin_str,0,per_ckpt,all,72,0.0356,0.8302,0.0329,0.8442,layer_29
drop_minus_recovery_norm_asym,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0258,0.9131,-0.0024,0.99,layer_29
drop_minus_recovery_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0211,0.9001,0.0209,0.8931,layer_29
drop_minus_recovery_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1476,0.5005,-0.0971,0.6424,layer_29
drop_minus_recovery_abs_ratio,accuracy_majority,0,per_ckpt,all,72,-0.1319,0.3297,-0.1601,0.2358,layer_29
drop_minus_recovery_abs_ratio,overall_score,0,per_ckpt,all,72,-0.1428,0.4046,-0.1486,0.2068,layer_29
drop_minus_recovery_abs_ratio,transfer_score,0,per_ckpt,all,72,-0.117,0.4905,-0.1135,0.3257,layer_29
drop_minus_recovery_abs_ratio,transfer_score_str,0,per_ckpt,all,72,-0.2467,0.1688,-0.1516,0.5255,layer_29
drop_minus_recovery_abs_ratio,overall_score_str,0,per_ckpt,all,72,-0.3009,0.1728,-0.2487,0.3526,layer_29
drop_minus_recovery_abs_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.1876,0.2947,-0.1229,0.4675,layer_29
drop_minus_recovery_abs_ratio,overall_margin_str,0,per_ckpt,all,72,-0.4766,0.018,-0.2793,0.2238,layer_29
drop_minus_recovery_abs_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0866,0.5674,-0.1353,0.3317,layer_29
drop_minus_recovery_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0887,0.4505,-0.0648,0.5684,layer_29
drop_minus_recovery_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0768,0.6384,-0.0258,0.9161,layer_29
drop_minus_recovery_signed_ratio,accuracy_majority,0,per_ckpt,all,72,-0.061,0.7792,-0.0872,0.6124,layer_29
drop_minus_recovery_signed_ratio,overall_score,0,per_ckpt,all,72,0.0591,0.7632,0.003,0.988,layer_29
drop_minus_recovery_signed_ratio,transfer_score,0,per_ckpt,all,72,0.0292,0.8801,-0.0577,0.7762,layer_29
drop_minus_recovery_signed_ratio,transfer_score_str,0,per_ckpt,all,72,-0.3918,0.035,-0.3824,0.0529,layer_29
drop_minus_recovery_signed_ratio,overall_score_str,0,per_ckpt,all,72,-0.0922,0.5784,-0.1566,0.2288,layer_29
drop_minus_recovery_signed_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.1408,0.6004,-0.1804,0.3247,layer_29
drop_minus_recovery_signed_ratio,overall_margin_str,0,per_ckpt,all,72,0.0356,0.8302,-0.116,0.3846,layer_29
drop_minus_recovery_signed_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0258,0.9131,-0.0389,0.8382,layer_29
drop_minus_recovery_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0211,0.9001,0.0246,0.8701,layer_29
drop_minus_recovery_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1476,0.5005,-0.0393,0.8192,layer_29
drop_minus_recovery_log_ratio,accuracy_majority,0,per_ckpt,all,72,-0.061,0.7792,-0.0343,0.8621,layer_29
drop_minus_recovery_log_ratio,overall_score,0,per_ckpt,all,72,0.0591,0.7632,0.0827,0.6763,layer_29
drop_minus_recovery_log_ratio,transfer_score,0,per_ckpt,all,72,0.0292,0.8801,-0.0213,0.9201,layer_29
drop_minus_recovery_log_ratio,transfer_score_str,0,per_ckpt,all,72,-0.3918,0.035,-0.3734,0.0549,layer_29
drop_minus_recovery_log_ratio,overall_score_str,0,per_ckpt,all,72,-0.0922,0.5784,-0.0467,0.7792,layer_29
drop_minus_recovery_log_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.1408,0.6004,-0.1393,0.6074,layer_29
drop_minus_recovery_log_ratio,overall_margin_str,0,per_ckpt,all,72,0.0356,0.8302,0.0273,0.8691,layer_29
drop_minus_recovery_log_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0258,0.9131,0.0069,0.972,layer_29
drop_minus_recovery_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0211,0.9001,0.0319,0.8432,layer_29
drop_minus_recovery_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1476,0.5005,-0.0796,0.7073,layer_29
drop_over_recovery_abs_diff,accuracy_majority,0,per_ckpt,all,72,0.0922,0.4256,0.0676,0.6404,layer_29
drop_over_recovery_abs_diff,overall_score,0,per_ckpt,all,72,-0.141,0.3397,-0.1363,0.2338,layer_29
drop_over_recovery_abs_diff,transfer_score,0,per_ckpt,all,72,-0.1484,0.3167,-0.1633,0.1439,layer_29
drop_over_recovery_abs_diff,transfer_score_str,0,per_ckpt,all,72,0.0176,0.9021,-0.0133,0.9481,layer_29
drop_over_recovery_abs_diff,overall_score_str,0,per_ckpt,all,72,0.1534,0.4356,0.0804,0.7363,layer_29
drop_over_recovery_abs_diff,transfer_margin_str,0,per_ckpt,all,72,-0.1563,0.3047,-0.1478,0.3287,layer_29
drop_over_recovery_abs_diff,overall_margin_str,0,per_ckpt,all,72,0.0471,0.8132,0.0554,0.7942,layer_29
drop_over_recovery_abs_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1506,0.2308,0.085,0.5335,layer_29
drop_over_recovery_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0484,0.6284,0.0226,0.8531,layer_29
drop_over_recovery_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.0855,0.5544,0.0865,0.5554,layer_29
drop_over_recovery_signed_diff,accuracy_majority,0,per_ckpt,all,72,-0.0332,0.8701,-0.0193,0.9081,layer_29
drop_over_recovery_signed_diff,overall_score,0,per_ckpt,all,72,0.0098,0.966,0.0287,0.9161,layer_29
drop_over_recovery_signed_diff,transfer_score,0,per_ckpt,all,72,-0.0136,0.953,-0.072,0.6993,layer_29
drop_over_recovery_signed_diff,transfer_score_str,0,per_ckpt,all,72,-0.4422,0.007,-0.4364,0.009,layer_29
drop_over_recovery_signed_diff,overall_score_str,0,per_ckpt,all,72,-0.0545,0.7423,0.0003,1.0,layer_29
drop_over_recovery_signed_diff,transfer_margin_str,0,per_ckpt,all,72,-0.3465,0.1748,-0.3764,0.1419,layer_29
drop_over_recovery_signed_diff,overall_margin_str,0,per_ckpt,all,72,-0.047,0.7922,-0.0577,0.7243,layer_29
drop_over_recovery_signed_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0529,0.8222,-0.0417,0.8192,layer_29
drop_over_recovery_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0288,0.8811,0.0568,0.7243,layer_29
drop_over_recovery_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1445,0.5145,-0.1241,0.5295,layer_29
drop_over_recovery_min,accuracy_majority,0,per_ckpt,all,72,0.2095,0.2038,0.1933,0.2018,layer_29
drop_over_recovery_min,overall_score,0,per_ckpt,all,72,0.1062,0.6084,0.2404,0.035,layer_29
drop_over_recovery_min,transfer_score,0,per_ckpt,all,72,0.0778,0.6973,0.0708,0.5465,layer_29
drop_over_recovery_min,transfer_score_str,0,per_ckpt,all,72,0.0548,0.7902,0.1792,0.3796,layer_29
drop_over_recovery_min,overall_score_str,0,per_ckpt,all,72,0.1933,0.4965,0.3942,0.1079,layer_29
drop_over_recovery_min,transfer_margin_str,0,per_ckpt,all,72,0.0172,0.9471,0.0064,0.97,layer_29
drop_over_recovery_min,overall_margin_str,0,per_ckpt,all,72,0.3176,0.2557,0.3936,0.1079,layer_29
drop_over_recovery_min,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1523,0.4026,0.1285,0.3836,layer_29
drop_over_recovery_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0294,0.8282,0.0608,0.6074,layer_29
drop_over_recovery_min,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1867,0.3317,0.1917,0.2607,layer_29
drop_over_recovery_max,accuracy_majority,0,per_ckpt,all,72,0.1622,0.3117,0.1766,0.3297,layer_29
drop_over_recovery_max,overall_score,0,per_ckpt,all,72,-0.0045,0.979,0.0211,0.8811,layer_29
drop_over_recovery_max,transfer_score,0,per_ckpt,all,72,-0.0334,0.8621,-0.1048,0.3806,layer_29
drop_over_recovery_max,transfer_score_str,0,per_ckpt,all,72,0.1511,0.4975,0.0953,0.6753,layer_29
drop_over_recovery_max,overall_score_str,0,per_ckpt,all,72,0.3685,0.1758,0.3083,0.2877,layer_29
drop_over_recovery_max,transfer_margin_str,0,per_ckpt,all,72,-0.1592,0.4665,-0.1293,0.5235,layer_29
drop_over_recovery_max,overall_margin_str,0,per_ckpt,all,72,0.3345,0.2348,0.2855,0.2967,layer_29
drop_over_recovery_max,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1491,0.3846,0.1535,0.3367,layer_29
drop_over_recovery_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0854,0.5295,0.0567,0.6703,layer_29
drop_over_recovery_max,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.114,0.5674,0.1926,0.2977,layer_29
drop_over_recovery_norm_asym,accuracy_majority,0,per_ckpt,all,72,-0.0159,0.9271,-0.014,0.9431,layer_29
drop_over_recovery_norm_asym,overall_score,0,per_ckpt,all,72,0.0308,0.8911,0.0503,0.8302,layer_29
drop_over_recovery_norm_asym,transfer_score,0,per_ckpt,all,72,0.0053,0.987,-0.056,0.7752,layer_29
drop_over_recovery_norm_asym,transfer_score_str,0,per_ckpt,all,72,-0.4419,0.007,-0.436,0.012,layer_29
drop_over_recovery_norm_asym,overall_score_str,0,per_ckpt,all,72,-0.0585,0.7183,0.0003,1.0,layer_29
drop_over_recovery_norm_asym,transfer_margin_str,0,per_ckpt,all,72,-0.3482,0.1708,-0.3558,0.1598,layer_29
drop_over_recovery_norm_asym,overall_margin_str,0,per_ckpt,all,72,-0.0528,0.7702,-0.0436,0.8032,layer_29
drop_over_recovery_norm_asym,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0297,0.9051,-0.0349,0.8531,layer_29
drop_over_recovery_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.048,0.7862,0.066,0.6513,layer_29
drop_over_recovery_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1278,0.5704,-0.1181,0.5435,layer_29
drop_over_recovery_abs_ratio,accuracy_majority,0,per_ckpt,all,72,0.0592,0.5754,0.0033,0.982,layer_29
drop_over_recovery_abs_ratio,overall_score,0,per_ckpt,all,72,-0.1585,0.2617,-0.155,0.1638,layer_29
drop_over_recovery_abs_ratio,transfer_score,0,per_ckpt,all,72,-0.161,0.2567,-0.1629,0.1389,layer_29
drop_over_recovery_abs_ratio,transfer_score_str,0,per_ckpt,all,72,-0.0055,0.965,-0.0334,0.8551,layer_29
drop_over_recovery_abs_ratio,overall_score_str,0,per_ckpt,all,72,0.1065,0.5465,0.0107,0.953,layer_29
